triple_id,head_id,head,relation,value,chapter_no,chunk_id,subj_suspect
T0314,209,কোষগুলো,কারণ,কোষণুলো বিভিন্ন উচ্চতার হওয়া,2,9-10-biology_secondary-2-73,False
T0315,1038,সিলিয়াযুক্ত আবরণী টিস্যু,অবস্থান,মেরুদণ্ডী প্রাণীদের শ্বাসনালির প্রাচীরে,2,9-10-biology_secondary-2-74,False
T0316,675,ফ্লাজেলাযুক্ত আবরণী টিস্যু,অবস্থান,হাইড্রার এন্ডোডার্মে,2,9-10-biology_secondary-2-74,False
T0317,243,ক্ষণপদযুত্ত আবরণী টিস্যু,অবস্থান,হাইড্রার এন্ডোডার্মে এবং মেরুদণ্ডী প্রাণীদের অন্তরে,2,9-10-biology_secondary-2-74,False
T0318,338,জনন অঙ্গের আবরণী টিস্যু,কাজ,শুক্রাণু এবং ডিম্বাণু কোষ উৎপন্ন করে এবং প্রজাতির ধারা অক্ষুণ্ন রাখে,2,9-10-biology_secondary-2-74,False
T0319,71,আবরণী টিস্যু,কাজ,বিভিন্ন ধরনের রস নিঃসরণ,2,9-10-biology_secondary-2-75,False
T0320,71,আবরণী টিস্যু,কাজ,অঙ্গের বা নালির ভিতরের ও বাইরের অংশ তৈরি করা,2,9-10-biology_secondary-2-75,False
T0321,71,আবরণী টিস্যু,কাজ,রক্ষণ,2,9-10-biology_secondary-2-75,False
T0322,71,আবরণী টিস্যু,কাজ,ক্ষরণ,2,9-10-biology_secondary-2-75,False
T0323,71,আবরণী টিস্যু,কাজ,শোষণ,2,9-10-biology_secondary-2-75,False
T0324,71,আবরণী টিস্যু,কাজ,ব্যাপন,2,9-10-biology_secondary-2-75,False
T0325,71,আবরণী টিস্যু,কাজ,পরিবহণ,2,9-10-biology_secondary-2-75,False
T0326,71,আবরণী টিস্যু,অবস্থান,রূপান্তরিত হয়ে গ্রন্থি টিস্যু এবং জনন টিস্যুতে পরিণত হয়,2,9-10-biology_secondary-2-75,False
T0327,659,ফাইব্রাস যোজক টিস্যু,অবস্থান,দেহত্বকের নিচে পেশির মধ্যে,2,9-10-biology_secondary-2-76,False
T0328,1065,স্কেলিটাল যোজক টিস্যু,অবস্থান,দেহের অভ্যন্তরীণ কাঠামো,2,9-10-biology_secondary-2-77,False
T0329,1065,স্কেলিটাল যোজক টিস্যু,কাজ,দেহকে নির্দিষ্ট আকৃতি এবং দৃঢ়তা দেয়,2,9-10-biology_secondary-2-77,False
T0330,1065,স্কেলিটাল যোজক টিস্যু,কাজ,অঙ্গ সঞ্চালন এবং চলনে সহায়তা করে,2,9-10-biology_secondary-2-77,False
T0331,1065,স্কেলিটাল যোজক টিস্যু,কাজ,"মস্তিষ্ক, মেরুরজ্জু, ফুসফুস, হৃৎপিপ্ড- এরকম দেহের নরম ও নাজুক অঙ্গাগুলোকে রক্ষা করে",2,9-10-biology_secondary-2-77,False
T0332,1065,স্কেলিটাল যোজক টিস্যু,কাজ,বিভিন্ন ধরনের রক্তকণিকা উৎপাদন করে,2,9-10-biology_secondary-2-77,False
T0333,1065,স্কেলিটাল যোজক টিস্যু,কাজ,এঁচ্ছিক পেশিগুলোর সংযুক্তির ব্যবস্থা করে,2,9-10-biology_secondary-2-77,False
T0334,1065,স্কেলিটাল যোজক টিস্যু,প্রকার,দুধরনের,2,9-10-biology_secondary-2-77,False
T0335,428,তরল টিস্যুর মাতৃকা,অবস্থান,মাতৃকায়,2,9-10-biology_secondary-2-79,False
T0336,427,তরল টিস্যুর প্রধান কাজ,কাজ,"দেহের অভ্যন্তরে বিভিন্ন দ্রব্যাদি পরিবহণ করা, রোগ প্রতিরোধ করা এবং রক্ত জমাট বাঁধায়",2,9-10-biology_secondary-2-79,False
T0337,429,তরল যোজক টিস্যু,প্রকার,দুই ধরনের,2,9-10-biology_secondary-2-79,False
T0338,429,তরল যোজক টিস্যু,কাজ,রক্ত এবং লসিকা,2,9-10-biology_secondary-2-79,False
T0339,341,জাইগোট,অবস্থান,জাইগোট (75800866,2,9-10-biology_secondary-2-8,False
T0340,341,জাইগোট,কাজ,জীবদেহ গঠন,2,9-10-biology_secondary-2-8,False
T0341,603,প্রকৃত কোষী,প্রকার,উচ্চশ্রেণির উদ্ভিদ ও প্রাণী,2,9-10-biology_secondary-2-8,False
T0342,871,রক্ত,কাজ,অভ্যন্তরীণ পরিবহণ,2,9-10-biology_secondary-2-80,False
T0343,871,রক্ত,কাজ,তাপমাত্রার ভারসাম্য রক্ষা,2,9-10-biology_secondary-2-80,False
T0344,878,রক্তরস,অংশ,পানি,2,9-10-biology_secondary-2-80,False
T0345,878,রক্তরস,অংশ,জৈব ও অজৈব পদার্থ,2,9-10-biology_secondary-2-80,False
T0346,1107,হিমোগ্লোবিন,কাজ,অক্সিজেনের সঙ্গে যুক্ত হয়ে অক্সিহিমোগ্লোবিন যৌগ গঠন করে এবং অক্সিজেন পরিবহণ করে,2,9-10-biology_secondary-2-80,False
T0347,987,শ্বেত রক্তকোষ,কাজ,জীবাণু ধ্বংস করে দেহের প্রকৃতিগত আত্মরক্ষায় অংশ নেয়,2,9-10-biology_secondary-2-80,False
T0348,873,রক্তকোষ,অংশ,বিভিন্ন ধরনের,2,9-10-biology_secondary-2-81,False
T0349,919,লসিকা,অংশ,কিছু রোগপ্রতিরোধী কোষ,2,9-10-biology_secondary-2-82,False
T0350,586,পেশিকোষণ,কারণ,"সরু, লম্বা এবং তন্তুময়",2,9-10-biology_secondary-2-83,False
T0351,584,পেশি,প্রকার,তিন ধরনের,2,9-10-biology_secondary-2-84,False
T0352,584,পেশি,অবস্থান,অভ্যন্তরীণ,2,9-10-biology_secondary-2-84,False
T0353,584,পেশি,কাজ,পরিবহণ,2,9-10-biology_secondary-2-84,False
T0354,109,ইচ্ছানুযায়ী সংকুচিত বা প্রসারিত হয়,কাজ,"পেশিটিস্যুর কোষগুলো নলাকার, শাখাবিহীন ও আড়াআড়ি ডোরাযুক্ত হয়",2,9-10-biology_secondary-2-85,False
T0355,109,ইচ্ছানুযায়ী সংকুচিত বা প্রসারিত হয়,কাজ,এদের সাধারণত একাধিক নিউক্লিয়াস থাকে,2,9-10-biology_secondary-2-85,False
T0356,109,ইচ্ছানুযায়ী সংকুচিত বা প্রসারিত হয়,কাজ,এই পেশি দ্রুত সংকুচিত এবং প্রসারিত হতে পারে,2,9-10-biology_secondary-2-85,False
T0357,109,ইচ্ছানুযায়ী সংকুচিত বা প্রসারিত হয়,অবস্থান,অস্থিতন্ত্রের সংলগ্ন থাকায় একে কঙ্কালপেশিও বলে,2,9-10-biology_secondary-2-85,False
T0358,796,মসৃণ পেশি,অবস্থান,টিস্যুর সংকোচন ও প্রসারণ,2,9-10-biology_secondary-2-86,False
T0359,34,অনৈচ্ছিক পেশি,অবস্থান,"রক্তনালি, পৌন্টিকনালি ইত্যাদির প্রাচীরে",2,9-10-biology_secondary-2-86,False
T0360,34,অনৈচ্ছিক পেশি,কাজ,দেহের অভ্যন্তরীণ অঙ্গাদির সঞ্চালনে অংশ নেয়,2,9-10-biology_secondary-2-86,False
T0361,1076,স্নায়ুকোষ,অংশ,স্নায়ু টিস্যু,2,9-10-biology_secondary-2-88,False
T0362,356,জীবকোষ,অংশ,স্নায়ু টিস্যু,2,9-10-biology_secondary-2-88,False
T0363,510,নিউরন,অংশ,কোষদেহ,2,9-10-biology_secondary-2-89,False
T0364,510,নিউরন,অংশ,প্রলম্বিত অংশ,2,9-10-biology_secondary-2-89,False
T0365,623,প্রলম্বিত অংশ,প্রকার,আ্যাক্সন এবং ডেনড্রাইট,2,9-10-biology_secondary-2-89,False
T0366,952,শয়নাতিয়ার্রের পন,অবস্থান,নিউরন কোষে,2,9-10-biology_secondary-2-89,False
T0367,203,কোষ,অংশ,কোষপ্রাচীর,2,9-10-biology_secondary-2-9,False
T0368,416,ডেনড্রন,অংশ,প্রলম্বিত অংশ,2,9-10-biology_secondary-2-91,False
T0369,417,ডেনড্রাইট,অংশ,প্রলম্বিত অংশ,2,9-10-biology_secondary-2-91,False
T0370,918,লম্বা স্নায়ুতন্তু,অংশ,নিউরনের কোষদেহ,2,9-10-biology_secondary-2-91,False
T0371,91,আ্যাক্সন,অংশ,লম্বা স্নায়ুতন্তু,2,9-10-biology_secondary-2-91,False
T0372,1034,সিন্যাপস,কারণ,$দ118056,2,9-10-biology_secondary-2-91,False
T0373,1034,সিন্যাপস,কাজ,উদ্দীপনা পরবর্তী নিউরনে পরিবাহিত,2,9-10-biology_secondary-2-91,False
T0374,1078,স্নায়ুটিস্যু,কাজ,উদ্দীপনা গ্রহণ করে মস্তিষ্কে প্রেরণ করে এবং মস্তিষ্ক তাতে সাড়া দেয়,2,9-10-biology_secondary-2-91,False
T0375,1078,স্নায়ুটিস্যু,কারণ,4০1001156,2,9-10-biology_secondary-2-91,False
T0376,1078,স্নায়ুটিস্যু,কাজ,দেহের বিভিন্ন অঙ্গের কাজ নিয়ন্ত্রণ এবং তাদের মধ্যে সমন্বয় সাধন,2,9-10-biology_secondary-2-91,False
T0377,726,বাহ্যিক অঙ্গ,অবস্থান,"চোখ, কান, নাক, হাত, পা, মাথা",2,9-10-biology_secondary-2-94,False
T0378,48,অভ্যন্তরীণ অঙ্গ,অবস্থান,"পাকস্থলী, ডিওডেনাম, ইলিয়াম, মলাশয়, হৃৎপিণ্ড, যকৃৎ, অগ্মযাশয়, প্লীহা, ফুসফুস, বৃক্ক, শুক্রাশয়, ডিম্বাশয়",2,9-10-biology_secondary-2-94,False
T0379,260,খাদ্যগ্রহণ,অংশ,পরিপাকতন্দ্র,2,9-10-biology_secondary-2-96,False
T0380,536,পরিপাকতন্দ্র,অংশ,পৌষ্টিক নালি,2,9-10-biology_secondary-2-96,False
T0381,536,পরিপাকতন্দ্র,অংশ,পৌষ্টিক গ্রন্থি,2,9-10-biology_secondary-2-96,False
T0382,594,পৌষ্টিক নালি,অংশ,মুখছিদ্র,2,9-10-biology_secondary-2-96,False
T0383,594,পৌষ্টিক নালি,অংশ,মুখগহ্বর,2,9-10-biology_secondary-2-96,False
T0384,594,পৌষ্টিক নালি,অংশ,গলবিল,2,9-10-biology_secondary-2-96,False
T0385,594,পৌষ্টিক নালি,অংশ,অশ্ননালি,2,9-10-biology_secondary-2-96,False
T0386,594,পৌষ্টিক নালি,অংশ,পাকস্থলী,2,9-10-biology_secondary-2-96,False
T0387,594,পৌষ্টিক নালি,অংশ,ডিওডেনাম,2,9-10-biology_secondary-2-96,False
T0388,594,পৌষ্টিক নালি,অংশ,ইলিয়াম,2,9-10-biology_secondary-2-96,False
T0389,594,পৌষ্টিক নালি,অংশ,রেকটাম,2,9-10-biology_secondary-2-96,False
T0390,594,পৌষ্টিক নালি,অংশ,মলাশয়,2,9-10-biology_secondary-2-96,False
T0391,594,পৌষ্টিক নালি,অংশ,পায়ুছিদ্র,2,9-10-biology_secondary-2-96,False
T0392,828,মানুষের লালাগ্রন্থি,অবস্থান,পৌষ্টিক গ্রন্থি,2,9-10-biology_secondary-2-96,False
T0393,828,মানুষের লালাগ্রন্থি,কাজ,খাদ্য পরিপাকে সহায়তা,2,9-10-biology_secondary-2-96,False
T0394,865,যকৃৎ,অবস্থান,পৌষ্টিক গ্রন্থি,2,9-10-biology_secondary-2-96,False
T0395,865,যকৃৎ,কাজ,খাদ্য পরিপাকে সহায়তা,2,9-10-biology_secondary-2-96,False
T0396,10,অগ্ন্যাশয়,অবস্থান,পৌষ্টিক গ্রন্থি,2,9-10-biology_secondary-2-96,False
T0397,10,অগ্ন্যাশয়,কাজ,খাদ্য পরিপাকে সহায়তা,2,9-10-biology_secondary-2-96,False
T0398,829,মানুষের শ্বসনতন্দ্র,কাজ,পরিবেশ থেকে গৃহীত অক্সিজেনের সাহায্যে মানুষের দেহের সঞ্চিত খাদ্য থেকে জারণ প্রক্রিয়ায় শক্তি উৎপাদন করা এবং দেহের দৈনন্দিন কাজে সহায়তা করা,2,9-10-biology_secondary-2-97,False
T0399,1081,স্নায়ূতন্ত্র,অংশ,"মস্তিষ্ক, সুষুন্নাকাণ্ড এবং করোটিক য়ায়ু",2,9-10-biology_secondary-2-98,False
T0400,1079,স্নায়ুতন্ত্র,অংশ,স্বয়ংক্রিয় স্নায়ুতন্দর,2,9-10-biology_secondary-2-98,False
T0401,907,রেচনতন্ত্র,অংশ,একজোড়া বৃক্ক,2,9-10-biology_secondary-2-99,False
T0402,907,রেচনতন্ত্র,অংশ,একজোড়া ইউরেটার,2,9-10-biology_secondary-2-99,False
T0403,907,রেচনতন্ত্র,অংশ,একটি মূত্রথলি,2,9-10-biology_secondary-2-99,False
T0404,907,রেচনতন্ত্র,অংশ,একটি মৃূত্রনালি,2,9-10-biology_secondary-2-99,False
T0405,579,পূর্ণসংখ্যক ক্রোমোজোম,অবস্থান,জাইগোট,3,9-10-biology_secondary-3-10,False
T0406,1120,হ্যাপ্যেড কোষ,অবস্থান,অর্ধেক ক্রোমোজোম সংখ্যার,3,9-10-biology_secondary-3-10,False
T0407,414,ডিপ্যেড কোষ,অবস্থান,পূর্ণসংখ্যক ক্রোমোজোম,3,9-10-biology_secondary-3-10,False
T0408,832,মিয়োসিস,অবস্থান,জীবের জনন কোষ,3,9-10-biology_secondary-3-11,False
T0409,832,মিয়োসিস,অবস্থান,জনন মাতৃকোষে,3,9-10-biology_secondary-3-11,False
T0410,832,মিয়োসিস,অবস্থান,সপুষ্পক উদ্ভিদের পরাগধানী,3,9-10-biology_secondary-3-11,False
T0411,832,মিয়োসিস,অবস্থান,সপুষ্পক উদ্ভিদের ডিম্বকের মধ্যে,3,9-10-biology_secondary-3-11,False
T0412,832,মিয়োসিস,অবস্থান,উন্নত প্রাণিদেহের শুক্রাশয়ে,3,9-10-biology_secondary-3-11,False
T0413,832,মিয়োসিস,অবস্থান,উন্নত প্রাণিদেহের ডিম্বাশয়ে,3,9-10-biology_secondary-3-11,False
T0414,832,মিয়োসিস,কাজ,জাইগোট সৃষ্টি,3,9-10-biology_secondary-3-11,False
T0415,832,মিয়োসিস,কাজ,গ্যামেট সৃষ্টি,3,9-10-biology_secondary-3-11,False
T0416,833,মিয়োসিস-1,কাজ,প্রথম বিভাজনকে পর পর দুবার বিভাজিত হয়,3,9-10-biology_secondary-3-12,False
T0417,834,মিয়োসিস-2,কাজ,দ্বিতীয় বিভাজনকে পর পর দুবার বিভাজিত হয়,3,9-10-biology_secondary-3-12,False
T0418,39,অপত্য কোষে,কারণ,ক্রোমোজোমের সংখ্যা মাতৃকোষের ক্রোমোজোম সংখ্যার অর্ধেকে পরিণত হয়,3,9-10-biology_secondary-3-12,False
T0419,321,চিত্রের বিভাজন,কারণ,ক. ৪ তে নিউক্লিয়াসের বিভাজন একবার হলেও / তে দুইবার ঘটে,3,9-10-biology_secondary-3-18,False
T0420,321,চিত্রের বিভাজন,কারণ,"খ. ৪ জীবের গুণগত স্থিতিশীলতা বজায় রাখলেও /, বৈচিত্র্য সৃষ্টি করে",3,9-10-biology_secondary-3-18,False
T0421,321,চিত্রের বিভাজন,কারণ,"গ. ৪ দেহকোষে সংঘটিত হলেও /, জনন মাতৃকোষে সংঘটিত হয়",3,9-10-biology_secondary-3-18,False
T0422,321,চিত্রের বিভাজন,কারণ,"ঘ. ৪ তে সৃষ্ট অপত্য কোষের ক্রোমোজোম সংখ্যা 4, এর অর্ধেক",3,9-10-biology_secondary-3-18,False
T0423,1050,সেদ্ট্রোমিয়ার,অবস্থান,চিত্র ৩.০৮,3,9-10-biology_secondary-3-2,False
T0424,788,মডেল,প্রকার,"মেটাস্েদ্ট্রিক, সাবমেটাসেন্ট্রিক, আ্যক্রোসেন্ট্রিক এবং টেলোসেন্ট্রিক",3,9-10-biology_secondary-3-2,False
T0425,362,জীবদেহ,কাজ,পরিবেশ থেকে শক্তি সংগ্রহ করা,3,9-10-biology_secondary-3-25,False
T0426,355,জীব,কাজ,পরিবেশ থেকে শক্তি সংগ্রহ করা,3,9-10-biology_secondary-3-25,False
T0427,355,জীব,কাজ,সংগৃহীত শক্তিকে একরূপ থেকে অন্যরূপে পরিবর্তিত করা,3,9-10-biology_secondary-3-25,False
T0428,355,জীব,কাজ,সঞ্চয় করা,3,9-10-biology_secondary-3-25,False
T0429,355,জীব,কাজ,সেই শত্তি পরিবেশে ফিরিয়ে দেয়,3,9-10-biology_secondary-3-25,False
T0430,94,আ্যাডিনোসিন,অংশ,আ্যাডিনিন,3,9-10-biology_secondary-3-27,False
T0431,94,আ্যাডিনোসিন,অংশ,পাঁচ কার্বনবিশিষ্ট রাইবোজ সুগার,3,9-10-biology_secondary-3-27,False
T0432,95,আ্যাডিনোসিন অণু,পরিমাণ,৪৪৭২ ফসফেট/ফসফোরিক এসিড গ্রুপ,3,9-10-biology_secondary-3-27,False
T0433,95,আ্যাডিনোসিন অণু,পরিমাণ,৪৭৭ ফসফেট/ফসফোরিক এসিড গ্রুপ,3,9-10-biology_secondary-3-27,False
T0434,95,আ্যাডিনোসিন অণু,পরিমাণ,৭১ ফসফেট/ফসফোরিক এসিড গ্রুপ,3,9-10-biology_secondary-3-27,False
T0435,618,প্রতিমোল,পরিমাণ,২ অণুর প্রান্তীয় ফসফেট গ্রুপে ৭.৩ কিলোক্যালরি,3,9-10-biology_secondary-3-27,False
T0436,807,মাইটোসিস,কারণ,প্রতিটি কোষের নিউক্লিয়াস এবং সাইটোপ্লাজমের মধ্যকার আয়তন ও পরিমাণগত ভারসাম্য রক্ষিত হয়,3,9-10-biology_secondary-3-5,False
T0437,807,মাইটোসিস,কারণ,অপত্য কোষে ক্রোমোজোমের সংখ্যা ও গুণাগুণ একই রকম থাকায় জীবের দেহের বৃদ্ধি সুশৃঙ্খলভাবে হতে পারে,3,9-10-biology_secondary-3-5,False
T0438,807,মাইটোসিস,কারণ,অনিয়ন্ত্রিত হলে টিউমার এমনকি ক্যান্সার সৃষ্টির কারণ হতে পারে,3,9-10-biology_secondary-3-5,False
T0439,392,টিউমার,কারণ,অস্বাভাবিক কোষ বিভাজন,3,9-10-biology_secondary-3-6,False
T0440,219,ক্যাঙ্গার,কারণ,প্রাণঘাতী টিউমার,3,9-10-biology_secondary-3-6,False
T0441,832,মিয়োসিস,কাজ,মাতৃকোষের অর্ধেকসংখ্যক ক্রোমোজোম ধারণ করার চারটি অপত্য কোষ তৈরি করা,3,9-10-biology_secondary-3-8,False
T0442,558,পানির ফটোলাইসিস,কাজ,"পানি বিয়োজিত হয়ে অক্সিজেন, প্রোটন/হাইড্রোজেন আয়ন ও ইলেকট্রন উৎপন্ন হয়",4,9-10-biology_secondary-4-10,False
T0443,85,আলোক নিরপেক্ষ পর্যায়,পরিমাণ,০০১,4,9-10-biology_secondary-4-11,False
T0444,703,বা এবং মা+,কারণ,আলোক নিরপেক্ষ পর্যায়ে ০০১ বিজারিত হয়ে কার্বোহাইড্রেটে পরিণত হয়,4,9-10-biology_secondary-4-11,False
T0445,1002,সবুজ উদ্ভিদ,অবস্থান,০০০২ বিজারণে,4,9-10-biology_secondary-4-11,False
T0446,225,ক্যালভিন চক্র,অবস্থান,1961 সালে নোবেল পুরস্কার পান,4,9-10-biology_secondary-4-13,False
T0447,225,ক্যালভিন চক্র,কাজ,শর্করা তৈরি করা,4,9-10-biology_secondary-4-13,False
T0448,158,ও উদ্ভিদ,কারণ,ও গতিপথ এবং যেসব উদ্ভিদে এই চক্র সম্পন্ন হয়,4,9-10-biology_secondary-4-13,False
T0449,622,প্রভাবকগুলো,প্রকার,"বাহ্যিক প্রভাবকসমূহ, অভ্যন্তরীণ প্রভাবকসমূহ",4,9-10-biology_secondary-4-19,False
T0450,83,আলো,প্রকার,বাহ্যিক প্রভাবক,4,9-10-biology_secondary-4-19,False
T0451,805,মাইটোকন্ডিয়া,কাজ,বাহ্যিক শক্তি-উৎস থেকে আহরিত শক্তিকে চা -এর ফসফেট গ্রুপের শক্তি হিসেবে জমা করা,4,9-10-biology_secondary-4-2,False
T0452,642,প্লাস্টিড,কাজ,সূর্যালোক বা অন্য উৎস থেকে আগত ফোটন থেকে শক্তি জমা করা,4,9-10-biology_secondary-4-2,False
T0453,363,জীবদেহের প্রতিটি কোষ,কাজ,"মাংসপেশির সংকোচন থেকে ইন্দ্রিয়ানুভূতি, খাবার খাওয়া থেকে হজম করা, নিঃশ্বাস নেওয়া থেকে কথা বলা, চিৎকার করা থেকে হাসি-কান্না, দৈহিক বৃদ্ধি থেকে প্রজনন, দেহের তাপমাত্রা ঠিক রাখা, দেহের প্রতিটি কোষের স্বাভাবিক আয়তন বজায় রাখা",4,9-10-biology_secondary-4-2,False
T0454,184,কার্বন ডাই-অক্সাইড,পরিমাণ,০.০৩ ভাগ,4,9-10-biology_secondary-4-20,False
T0455,1027,সালোকসংশ্লেষণ,কারণ,কার্বন ডাই-অক্সাইড বিজারণের ফলে,4,9-10-biology_secondary-4-20,False
T0456,434,তাপমাত্রা,কাজ,সালোকসংশ্লেষণ প্রক্রিয়ায় বিশেষ প্রভাবক,4,9-10-biology_secondary-4-21,False
T0457,1028,সালোকসংশ্লেষণ প্রক্রিয়ার জন্য পরিমিত তাপমাত্রা,পরিমাণ,২২০ সেলসিয়াস থেকে ৩৫০ সেলসিয়াস পর্যন্ত,4,9-10-biology_secondary-4-22,False
T0458,434,তাপমাত্রা,পরিমাণ,২২০ সেলসিয়াসের কম বা ৩৫০ সেলসিয়াসের বেশি,4,9-10-biology_secondary-4-22,False
T0459,421,ঢা+ (হাইড্রোজেন আয়ন,অবস্থান,পানি থেকেই আসে,4,9-10-biology_secondary-4-23,False
T0460,708,বাতাস,অবস্থান,0০: অনুপ্রবেশ বাধাগ্রস্ত হয়,4,9-10-biology_secondary-4-23,False
T0461,1029,সালোকসংশ্লেষণের হার,কারণ,কমে যায়,4,9-10-biology_secondary-4-24,False
T0462,1029,সালোকসংশ্লেষণের হার,কারণ,বেড়ে যায়,4,9-10-biology_secondary-4-24,False
T0463,7,অক্সিজেনবিহীন পরিবেশে,অবস্থান,সালোকসংশ্লেষণ সম্পূর্ণ বন্ধ,4,9-10-biology_secondary-4-24,False
T0464,488,নাইট্রোজেন,অবস্থান,খনিজ পদার্থ,4,9-10-biology_secondary-4-25,False
T0465,862,ম্যাগনেসিয়াম,অবস্থান,খনিজ পদার্থ,4,9-10-biology_secondary-4-25,False
T0466,810,মাটি,অবস্থান,খনিজ অভাব,4,9-10-biology_secondary-4-25,False
T0467,239,ক্লোরোফিল,লক্ষণ,পাতা হলুদ হয়ে যায়,4,9-10-biology_secondary-4-25,False
T0468,708,বাতাস,কারণ,সালোকসংশ্লেষণে ব্যাঘাত ঘটে,4,9-10-biology_secondary-4-25,False
T0469,552,পাতার বয়স,কারণ,সালোকসংশ্লেষণ কম,4,9-10-biology_secondary-4-26,False
T0470,552,পাতার বয়স,কারণ,ক্লোরোগ্লাস্টের সংখ্যা বেশি,4,9-10-biology_secondary-4-26,False
T0471,791,মধ্যবয়সি পাতা,লক্ষণ,সালোকসংশ্লেষণ বেশি,4,9-10-biology_secondary-4-26,False
T0472,553,পাতার সংখ্যা,কারণ,সালোকসংশ্লেষণ বেশি,4,9-10-biology_secondary-4-26,False
T0473,709,বায়ু,পরিমাণ,20.95 ভাগ,4,9-10-biology_secondary-4-29,False
T0474,709,বায়ু,পরিমাণ,0.033 ভাগ,4,9-10-biology_secondary-4-29,False
T0475,715,বায়ুমণ্ডল,পরিমাণ,০১ ও ০০; গ্যাসের সঠিক অনুপাত,4,9-10-biology_secondary-4-30,False
T0476,715,বায়ুমণ্ডল,পরিমাণ,০: গ্যাসের আধিক্য,4,9-10-biology_secondary-4-30,False
T0477,715,বায়ুমণ্ডল,পরিমাণ,০০; গ্যাসের স্বল্পতা,4,9-10-biology_secondary-4-30,False
T0478,1027,সালোকসংশ্লেষণ,অবস্থান,জীবজগতের সবচেয়ে গুরুত্বপূর্ণ জৈব রাসায়নিক প্রক্রিয়া,4,9-10-biology_secondary-4-31,False
T0479,1002,সবুজ উদ্ভিদ,কাজ,কার্বন ডাই-অক্সাইড এবং পানি থেকে কার্বোহাইড্রেট তৈরি করা,4,9-10-biology_secondary-4-4,False
T0480,1027,সালোকসংশ্লেষণ,কাজ,কার্বোহাইড্রেট জাতীয় খাদ্য তৈরি করার জন্য বিপাকীয় প্রক্রিয়া সম্পাদন করা,4,9-10-biology_secondary-4-4,False
T0481,195,কেবল সবুজ অংশ,অবস্থান,নীল বা গাঢ় বেগুনি বা কালো,4,9-10-biology_secondary-4-42,False
T0482,195,কেবল সবুজ অংশ,কারণ,সিদ্ধান্ত,4,9-10-biology_secondary-4-42,False
T0483,239,ক্লোরোফিল,কাজ,কেবল সবুজ অংশে শর্করা প্রস্তুত,4,9-10-biology_secondary-4-42,False
T0484,241,ক্লোরোফিল না থাকা অংশ,কারণ,অসবুজ (কমলা বা হলুদ,4,9-10-biology_secondary-4-42,False
T0485,1001,সবুজ অংশ,কারণ,শর্করা ছিল,4,9-10-biology_secondary-4-42,False
T0486,975,শ্বসন,প্রকার,সবাত শ্বসন,4,9-10-biology_secondary-4-45,False
T0487,975,শ্বসন,প্রকার,অবাত শ্বসন,4,9-10-biology_secondary-4-45,False
T0488,999,সবাত শ্বসন,কাজ,"জারিত হয়ে 0০, 0.0 এবং বিপুল পরিমাণ শক্তি উৎপন্ন করে",4,9-10-biology_secondary-4-46,False
T0489,999,সবাত শ্বসন,কারণ,"অক্সিজেনের প্রয়োজন হয় এবং শ্বসনিক বস্তু শৈর্করা, প্রোটিন, লিপিড, বিভিন্ন ধরনের জৈব এসিড",4,9-10-biology_secondary-4-46,False
T0490,999,সবাত শ্বসন,অবস্থান,উদ্ভিদ ও প্রাণীর স্বাভাবিক শ্বসন প্রক্রিয়া,4,9-10-biology_secondary-4-46,False
T0491,44,অবাত শ্বসন,কারণ,অক্সিজেনের অনুপস্থিতি,4,9-10-biology_secondary-4-48,False
T0492,44,অবাত শ্বসন,কাজ,কোষের ভিতরকার এনজাইম দিয়ে আংশিকরূপে জারিত এবং বিভিন্ন প্রকার জৈব যৌগ উৎপাদন এবং শক্তি উৎপন্ন করা,4,9-10-biology_secondary-4-48,False
T0493,1000,সবাত শ্বসন প্রক্রিয়া,অংশ,চারটি ধাপ,4,9-10-biology_secondary-4-49,False
T0494,1027,সালোকসংশ্লেষণ,কাজ,জৈব রাসায়নিক বিক্রিয়া,4,9-10-biology_secondary-4-5,False
T0495,482,ধাপ 1,কাজ,গ্লুকোজ বিভিন্ন রাসায়নিক বিক্রিয়ায় দুই অণু পাইরুভিক এসিড উৎপন্ন করা,4,9-10-biology_secondary-4-50,False
T0496,731,বিক্রিয়া,অবস্থান,মাইটোকস্্রিয়ার ম্যাট্রিক্সে,4,9-10-biology_secondary-4-51,False
T0497,230,ক্রেবস চক্র,অবস্থান,মাইটোকন্ডিয়াতে,4,9-10-biology_secondary-4-52,False
T0498,104,ইংরেজ প্রাণরসায়নবিদ,কাজ,ক্রেবস চক্র আবিষ্কার,4,9-10-biology_secondary-4-52,False
T0499,102,আ্যাসিটাইল ০-/&,কাজ,মাইটোকন্ডিয়াতে প্রবেশ করে,4,9-10-biology_secondary-4-52,False
T0500,230,ক্রেবস চক্র,কারণ,বিক্রিয়া সংঘটিত হয়,4,9-10-biology_secondary-4-52,False
T0501,148,এই চক্র,পরিমাণ,"দুই অণু আ্যাসিটাইল :০-& থেকে চার অণু ০2, 6 অণু 4/া+7, দুই অণু চা, দুই অণু ০17 উৎপন্ন হয়",4,9-10-biology_secondary-4-52,False
