triple_id,head_id,head,tail_id,tail,relation,source_relation,chapter_no
T0492,44,অবাত শ্বসন,154,এনজাইম,সম্পর্কিত,কাজ,4
T0494,1027,সালোকসংশ্লেষণ,900,রাসায়নিক বিক্রিয়া,সম্পর্কিত,কাজ,4
T0498,104,ইংরেজ প্রাণরসায়নবিদ,230,ক্রেবস চক্র,সম্পর্কিত,কাজ,4
T0500,230,ক্রেবস চক্র,731,বিক্রিয়া,সম্পর্কিত,কারণ,4
T0501,148,এই চক্র,102,আ্যাসিটাইল ০-/&,সম্পর্কিত,পরিমাণ,4
T0507,83,আলো,975,শ্বসন,সম্পর্কিত,কারণ,4
T0509,262,খাদ্যদ্রব্য,554,পানি,সম্পর্কিত,কাজ,4
T0510,146,উৎসেচক,975,শ্বসন,সম্পর্কিত,কাজ,4
T0511,976,শ্বসন প্রক্রিয়া,731,বিক্রিয়া,সম্পর্কিত,কাজ,4
T0512,976,শ্বসন প্রক্রিয়া,253,খাদ্য,সম্পর্কিত,কাজ,4
T0512,976,শ্বসন প্রক্রিয়া,956,শর্করা,সম্পর্কিত,কাজ,4
T0513,976,শ্বসন প্রক্রিয়া,250,খনিজ লবণ,সম্পর্কিত,কাজ,4
T0514,976,শ্বসন প্রক্রিয়া,605,প্রক্রিয়া,সম্পর্কিত,কাজ,4
T0515,976,শ্বসন প্রক্রিয়া,734,বিভাজন,সম্পর্কিত,কাজ,4
T0519,763,ব্যাকটেরিয়া,44,অবাত শ্বসন,সম্পর্কিত,কারণ,4
T0529,161,ক' থার্মোফ্লাস্কের অঙ্কুরিত ছোলাগুলো,976,শ্বসন প্রক্রিয়া,সম্পর্কিত,কাজ,4
T0532,318,চিত্র ঈ সংঘটিত প্রক্রিয়া,253,খাদ্য,সম্পর্কিত,কাজ,4
T0535,192,কীটনাশক,253,খাদ্য,সম্পর্কিত,লক্ষণ,5
T0536,970,শিশুরাই,192,কীটনাশক,সম্পর্কিত,কারণ,5
T0543,900,রাসায়নিক বিক্রিয়া,154,এনজাইম,সম্পর্কিত,কারণ,5
T0543,900,রাসায়নিক বিক্রিয়া,253,খাদ্য,সম্পর্কিত,কারণ,5
T0546,595,পৌষ্টিকতন্ত্র,596,পৌষ্টিকনালি,সম্পর্কিত,অংশ,5
T0547,595,পৌষ্টিকতন্ত্র,301,গ্রন্থি,সম্পর্কিত,অংশ,5
T0549,593,পৌন্টিকনালি,837,মুখগহ্বর,সম্পর্কিত,অবস্থান,5
T0557,928,লালাগ্রন্থি,354,জিহ্বা,সম্পর্কিত,অবস্থান,5
T0560,928,লালাগ্রন্থি,154,এনজাইম,সম্পর্কিত,কাজ,5
T0561,928,লালাগ্রন্থি,956,শর্করা,সম্পর্কিত,কারণ,5
T0562,172,কর্তন দাঁত,276,খাবার,সম্পর্কিত,কাজ,5
T0563,331,ছেদন দাঁত,276,খাবার,সম্পর্কিত,কাজ,5
T0565,591,পেষণ দাঁত,263,খাদ্যবস্তু,সম্পর্কিত,কাজ,5
T0574,418,ডেন্টিন,461,দাঁত,সম্পর্কিত,অংশ,5
T0575,155,এনামেল,461,দাঁত,সম্পর্কিত,অংশ,5
T0576,459,দন্তমজ্জা,418,ডেন্টিন,সম্পর্কিত,অংশ,5
T0577,459,দন্তমজ্জা,6,অক্সিজেন,সম্পর্কিত,কাজ,5
T0578,549,পাতলা আবরণ,461,দাঁত,সম্পর্কিত,অবস্থান,5
T0578,549,পাতলা আবরণ,418,ডেন্টিন,সম্পর্কিত,অবস্থান,5
T0580,837,মুখগহ্বর,263,খাদ্যবস্তু,সম্পর্কিত,কাজ,5
T0580,837,মুখগহ্বর,292,গলবিল,সম্পর্কিত,কাজ,5
T0583,52,অল্প অংশ,547,পাকস্থলী,সম্পর্কিত,অংশ,5
T0585,1064,স্কুদ্রান্দ্র,120,ইলিয়াম,সম্পর্কিত,অংশ,5
T0591,120,ইলিয়াম,753,বৃহদন্ত,সম্পর্কিত,অংশ,5
T0592,753,বৃহদন্ত,1032,সিকাম,সম্পর্কিত,অংশ,5
T0595,1032,সিকাম,97,আ্যাপেনডিক্স,সম্পর্কিত,অংশ,5
T0596,753,বৃহদন্ত,554,পানি,সম্পর্কিত,কাজ,5
T0600,592,পৌন্টিকগ্রন্থি,253,খাদ্য,সম্পর্কিত,কাজ,5
T0601,820,মানবদেহে,568,পিত্তনালি,সম্পর্কিত,অংশ,5
T0603,928,লালাগ্রন্থি,929,লালারস,সম্পর্কিত,অংশ,5
T0604,929,লালারস,554,পানি,সম্পর্কিত,কারণ,5
T0605,790,মধ্যচ্ছদার,547,পাকস্থলী,সম্পর্কিত,অবস্থান,5
T0609,619,প্রত্যেকটি কোষ,569,পিত্তরস,সম্পর্কিত,কাজ,5
T0610,864,যকৃত,900,রাসায়নিক বিক্রিয়া,সম্পর্কিত,কাজ,5
T0611,567,পিত্তথলি,864,যকৃত,সম্পর্কিত,অবস্থান,5
T0612,567,পিত্তথলি,568,পিত্তনালি,সম্পর্কিত,কাজ,5
T0613,568,পিত্তনালি,865,যকৃৎ,সম্পর্কিত,কাজ,5
T0614,865,যকৃৎ,569,পিত্তরস,সম্পর্কিত,কাজ,5
T0615,569,পিত্তরস,304,গ্লাইকোজেন,সম্পর্কিত,কাজ,5
T0616,569,পিত্তরস,253,খাদ্য,সম্পর্কিত,কাজ,5
T0619,569,পিত্তরস,313,চর্বিজাতীয় খাদ্য,সম্পর্কিত,কাজ,5
T0620,569,পিত্তরস,923,লাইপেজ,সম্পর্কিত,কাজ,5
T0622,101,আ্যামাইনো এসিড,695,বর্জ্য পদার্থ,সম্পর্কিত,কাজ,5
T0624,304,গ্লাইকোজেন,885,রক্তে,সম্পর্কিত,কারণ,5
T0626,10,অগ্ন্যাশয়,547,পাকস্থলী,সম্পর্কিত,অবস্থান,5
T0627,10,অগ্ন্যাশয়,154,এনজাইম,সম্পর্কিত,কাজ,5
T0627,10,অগ্ন্যাশয়,871,রক্ত,সম্পর্কিত,কাজ,5
T0627,10,অগ্ন্যাশয়,1094,হরমোন,সম্পর্কিত,কাজ,5
T0629,11,অগ্ন্যাশয়রস,10,অগ্ন্যাশয়,সম্পর্কিত,অবস্থান,5
T0632,525,পটাশিয়াম,527,পত্ররন্ধ,সম্পর্কিত,কাজ,5
T0633,525,পটাশিয়াম,554,পানি,সম্পর্কিত,কাজ,5
T0636,300,গ্যাস্ট্রিকগ্রন্থি,547,পাকস্থলী,সম্পর্কিত,অবস্থান,5
T0637,300,গ্যাস্ট্রিকগ্রন্থি,923,লাইপেজ,সম্পর্কিত,কাজ,5
T0638,300,গ্যাস্ট্রিকগ্রন্থি,299,গ্যাস্ট্রিক রস,সম্পর্কিত,কারণ,5
T0641,1093,স্ষুদ্রান্তের প্রাচীরে,69,আন্তরিক রস,সম্পর্কিত,কারণ,5
T0642,381,জৈব রাসায়নিক প্রক্রিয়া,274,খাদ্যের উপাদান,সম্পর্কিত,কাজ,5
T0642,381,জৈব রাসায়নিক প্রক্রিয়া,822,মানুষ,সম্পর্কিত,কাজ,5
T0645,1009,সরল উপাদান,871,রক্ত,সম্পর্কিত,কাজ,5
T0646,927,লালা,263,খাদ্যবস্তু,সম্পর্কিত,কাজ,5
T0647,927,লালা,928,লালাগ্রন্থি,সম্পর্কিত,অবস্থান,5
T0652,597,পৌস্টিক নালিগাত্র,262,খাদ্যদ্রব্য,সম্পর্কিত,কারণ,5
T0656,1100,হাইড্রোক্লোরিক এসিড,763,ব্যাকটেরিয়া,সম্পর্কিত,কাজ,5
T0657,547,পাকস্থলী,262,খাদ্যদ্রব্য,সম্পর্কিত,কাজ,5
T0662,154,এনজাইম,253,খাদ্য,সম্পর্কিত,কাজ,5
T0662,154,এনজাইম,956,শর্করা,সম্পর্কিত,কাজ,5
T0662,154,এনজাইম,75,আমিষ,সম্পর্কিত,কাজ,5
T0664,569,পিত্তরস,865,যকৃৎ,সম্পর্কিত,অবস্থান,5
T0665,569,পিত্তরস,554,পানি,সম্পর্কিত,কাজ,5
T0668,650,ফসফরাস,356,জীবকোষ,সম্পর্কিত,অংশ,5
T0672,76,আয়রন,975,শ্বসন,সম্পর্কিত,কাজ,5
T0673,76,আয়রন,239,ক্লোরোফিল,সম্পর্কিত,কারণ,5
T0674,69,আন্তরিক রস,89,আল্লিক,সম্পর্কিত,অংশ,5
T0674,69,আন্তরিক রস,923,লাইপেজ,সম্পর্কিত,অংশ,5
T0674,69,আন্তরিক রস,154,এনজাইম,সম্পর্কিত,অংশ,5
T0675,12,অগ্যাশয় রস,923,লাইপেজ,সম্পর্কিত,অংশ,5
T0677,777,ভিলাই,120,ইলিয়াম,সম্পর্কিত,কাজ,5
T0678,919,লসিকা,274,খাদ্যের উপাদান,সম্পর্কিত,কাজ,5
T0688,68,আত্তীকরণ,263,খাদ্যবস্তু,সম্পর্কিত,কাজ,5
T0689,639,প্রোটোপ্লাজম,253,খাদ্য,সম্পর্কিত,কাজ,5
T0690,639,প্রোটোপ্লাজম,154,এনজাইম,সম্পর্কিত,কারণ,5
T0691,871,রক্ত,253,খাদ্য,সম্পর্কিত,কারণ,5
T0692,639,প্রোটোপ্লাজম,75,আমিষ,সম্পর্কিত,কারণ,5
T0692,639,প্রোটোপ্লাজম,956,শর্করা,সম্পর্কিত,কারণ,5
T0694,89,আল্লিক,692,বদহজম,সম্পর্কিত,কারণ,5
T0706,582,পেপটিক আলসার,547,পাকস্থলী,সম্পর্কিত,কারণ,5
T0711,74,আমাশয় রোগ,871,রক্ত,সম্পর্কিত,লক্ষণ,5
T0715,217,কোষ্ঠকাঠিন্য,554,পানি,সম্পর্কিত,কারণ,5
T0716,217,কোষ্ঠকাঠিন্য,253,খাদ্য,সম্পর্কিত,কারণ,5
T0719,217,কোষ্ঠকাঠিন্য,799,মাংসপেশি,সম্পর্কিত,কারণ,5
T0720,217,কোষ্ঠকাঠিন্য,65,আঁশযুক্ত খাবার,সম্পর্কিত,কারণ,5
T0720,217,কোষ্ঠকাঠিন্য,897,রাফেজ,সম্পর্কিত,কারণ,5
T0722,217,কোষ্ঠকাঠিন্য,43,অবস্থা,সম্পর্কিত,লক্ষণ,5
T0725,217,কোষ্ঠকাঠিন্য,392,টিউমার,সম্পর্কিত,কারণ,5
T0728,29,অদ্লের আধিক্য,547,পাকস্থলী,সম্পর্কিত,কারণ,5
T0731,267,খাদ্যে অনিয়ম,582,পেপটিক আলসার,সম্পর্কিত,কারণ,5
T0732,771,ভাজাপোড়া খাবার খাওয়া,582,পেপটিক আলসার,সম্পর্কিত,কারণ,5
T0733,739,বিষঞ্জতা,582,পেপটিক আলসার,সম্পর্কিত,কারণ,5
T0734,143,উৎকণ্ঠা,582,পেপটিক আলসার,সম্পর্কিত,কারণ,5
T0735,492,নামের একটি ব্যাকটেরিয়া,582,পেপটিক আলসার,সম্পর্কিত,কারণ,5
T0738,583,পেপটিক আলসার রোগ,253,খাদ্য,সম্পর্কিত,লক্ষণ,5
T0740,97,আ্যাপেনডিক্স,1032,সিকাম,সম্পর্কিত,অবস্থান,5
T0741,98,আ্যাপেনডিক্সের সংক্রমণ,99,আ্যাপেনডিসাইটিস,সম্পর্কিত,কারণ,5
T0746,99,আ্যাপেনডিসাইটিস,217,কোষ্ঠকাঠিন্য,সম্পর্কিত,লক্ষণ,5
T0749,193,কৃমি,692,বদহজম,সম্পর্কিত,কারণ,5
T0754,193,কৃমি,913,রোগী,সম্পর্কিত,কারণ,5
T0758,193,কৃমি,253,খাদ্য,সম্পর্কিত,কারণ,5
T0765,1092,স্যালাইন,913,রোগী,সম্পর্কিত,কারণ,5
T0768,407,ডায়রিয়া,913,রোগী,সম্পর্কিত,কারণ,5
T0768,407,ডায়রিয়া,276,খাবার,সম্পর্কিত,কারণ,5
T0775,240,ক্লোরোফিল অভাবের,550,পাতা,সম্পর্কিত,লক্ষণ,5
T0778,242,ক্লোরোসিসে,734,বিভাজন,সম্পর্কিত,কারণ,5
T0782,557,পানির পরিমাণ,639,প্রোটোপ্লাজম,সম্পর্কিত,কারণ,5
T0783,555,পানির অভাব,731,বিক্রিয়া,সম্পর্কিত,কারণ,5
T0788,181,কাঠের খণ্ডটি,554,পানি,সম্পর্কিত,কারণ,5
T0789,858,মেসোফিল টিস্যু,550,পাতা,সম্পর্কিত,কারণ,5
T0789,858,মেসোফিল টিস্যু,554,পানি,সম্পর্কিত,কারণ,5
T0791,651,ফসফরাসের অভাব,550,পাতা,সম্পর্কিত,লক্ষণ,5
T0795,651,ফসফরাসের অভাব,132,উদ্ভিদ,সম্পর্কিত,লক্ষণ,5
T0797,526,পটাশিয়ামের অভাব,550,পাতা,সম্পর্কিত,লক্ষণ,5
T0798,526,পটাশিয়ামের অভাব,964,শিরা,সম্পর্কিত,লক্ষণ,5
T0802,526,পটাশিয়ামের অভাব,253,খাদ্য,সম্পর্কিত,লক্ষণ,5
T0808,863,ম্যাগনেসিয়ামের অভাব,1029,সালোকসংশ্লেষণের হার,সম্পর্কিত,লক্ষণ,5
T0810,946,লৌহের অভাব,550,পাতা,সম্পর্কিত,লক্ষণ,5
T0811,946,লৌহের অভাব,964,শিরা,সম্পর্কিত,লক্ষণ,5
T0813,946,লৌহের অভাব,182,কাণ্ড,সম্পর্কিত,লক্ষণ,5
T0814,1025,সালফার,550,পাতা,সম্পর্কিত,কারণ,5
T0818,1026,সালফারের অভাব,182,কাণ্ড,সম্পর্কিত,কারণ,5
T0818,1026,সালফারের অভাব,550,পাতা,সম্পর্কিত,কারণ,5
T0827,274,খাদ্যের উপাদান,253,খাদ্য,সম্পর্কিত,কাজ,5
T0834,554,পানি,16,অঙ্গাণু,সম্পর্কিত,কাজ,5
T0835,897,রাফেজ,554,পানি,সম্পর্কিত,কাজ,5
T0838,75,আমিষ,488,নাইট্রোজেন,সম্পর্কিত,পরিমাণ,5
T0839,75,আমিষ,956,শর্করা,সম্পর্কিত,কারণ,5
T0847,312,চর্বি,442,ত্বক,সম্পর্কিত,অবস্থান,5
T0848,312,চর্বি,865,যকৃৎ,সম্পর্কিত,অবস্থান,5
T0849,312,চর্বি,797,মস্তিষ্ক,সম্পর্কিত,অবস্থান,5
T0850,312,চর্বি,587,পেশিগুলো,সম্পর্কিত,অবস্থান,5
T0852,278,খাবার তেল বা ঘি,276,খাবার,সম্পর্কিত,কাজ,5
T0858,250,খনিজ লবণ,470,দেহের গঠন,সম্পর্কিত,অবস্থান,5
T0859,250,খনিজ লবণ,1101,হাড়,সম্পর্কিত,কাজ,5
T0859,250,খনিজ লবণ,461,দাঁত,সম্পর্কিত,কাজ,5
T0859,250,খনিজ লবণ,587,পেশিগুলো,সম্পর্কিত,কাজ,5
T0859,250,খনিজ লবণ,154,এনজাইম,সম্পর্কিত,কাজ,5
T0859,250,খনিজ লবণ,1094,হরমোন,সম্পর্কিত,কাজ,5
T0860,250,খনিজ লবণ,1077,স্নায়ুগুলো,সম্পর্কিত,কারণ,5
T0860,250,খনিজ লবণ,131,উদ্দীপনা,সম্পর্কিত,কারণ,5
T0860,250,খনিজ লবণ,554,পানি,সম্পর্কিত,কারণ,5
T0861,470,দেহের গঠন,468,দেহকোষ,সম্পর্কিত,অবস্থান,5
T0862,578,পূর্ণবয়স্ক মানুষের দৈহিক ওজন,554,পানি,সম্পর্কিত,পরিমাণ,5
T0865,1101,হাড়,819,মানবদেহ,সম্পর্কিত,কাজ,5
T0866,897,রাফেজ,753,বৃহদন্ত,সম্পর্কিত,কাজ,5
T0870,65,আঁশযুক্ত খাবার,312,চর্বি,সম্পর্কিত,কারণ,5
T0873,277,খাবার তালিকা,570,পিরামিড,সম্পর্কিত,অবস্থান,5
T0876,275,খাদ্যের তালিকা,253,খাদ্য,সম্পর্কিত,কাজ,5
T0877,28,অত্যাবশ্যকীয় উপাদান,606,প্রজনন,সম্পর্কিত,কাজ,5
T0878,28,অত্যাবশ্যকীয় উপাদান,915,লক্ষণ,সম্পর্কিত,লক্ষণ,5
T0879,291,গলগণ্ড,77,আয়োডিনের অভাব,সম্পর্কিত,কারণ,5
T0885,881,রক্তশূন্যতা,43,অবস্থা,সম্পর্কিত,অবস্থান,5
T0886,945,লৌহ,883,রক্তস্বল্পতা,সম্পর্কিত,কারণ,5
T0887,649,ফলিক আ্যাসিড,883,রক্তস্বল্পতা,সম্পর্কিত,কারণ,5
T0888,776,ভিটামিন বি-12,883,রক্তস্বল্পতা,সম্পর্কিত,কারণ,5
T0890,947,লৌহের ঘাটতি,883,রক্তস্বল্পতা,সম্পর্কিত,কারণ,5
T0891,967,শিশুদের,883,রক্তস্বল্পতা,সম্পর্কিত,অবস্থান,5
T0893,287,গর্ভবতীদের,883,রক্তস্বল্পতা,সম্পর্কিত,অবস্থান,5
T0895,946,লৌহের অভাব,881,রক্তশূন্যতা,সম্পর্কিত,কারণ,5
T0910,803,মাইক্রোনিউট্রিয়েন্ট,762,বোরন,সম্পর্কিত,কারণ,5
T0922,1,30-34.9 শরীরের ওজন,260,খাদ্যগ্রহণ,সম্পর্কিত,কাজ,5
T0923,2,35-39.9 শরীরের ওজন,260,খাদ্যগ্রহণ,সম্পর্কিত,কাজ,5
T0924,3,40 এর উপরে শরীরের ওজন,406,ডাক্তারের পরামর্শ,সম্পর্কিত,কাজ,5
T0927,259,খাদ্য সংরক্ষণ,253,খাদ্য,সম্পর্কিত,কাজ,5
T0929,259,খাদ্য সংরক্ষণ,763,ব্যাকটেরিয়া,সম্পর্কিত,কারণ,5
T0929,259,খাদ্য সংরক্ষণ,326,ছত্রাক,সম্পর্কিত,কারণ,5
T0934,126,উচ্চ রক্তচাপ,484,ধূমপান,সম্পর্কিত,কারণ,6
T0935,126,উচ্চ রক্তচাপ,253,খাদ্য,সম্পর্কিত,কারণ,6
T0936,126,উচ্চ রক্তচাপ,408,ডায়াবেটিস,সম্পর্কিত,কারণ,6
T0936,126,উচ্চ রক্তচাপ,200,কোলেস্টেরল,সম্পর্কিত,কারণ,6
T0937,126,উচ্চ রক্তচাপ,874,রক্তচাপ,সম্পর্কিত,কারণ,6
T0940,127,উচ্চ রক্তচাপের প্রতিকার,484,ধূমপান,সম্পর্কিত,কারণ,6
T0941,875,রক্তচাপের মাত্রা,694,বয়স,সম্পর্কিত,কারণ,6
T0942,202,কোলেস্টেরল হাইড্রোকার্বন কোলেস্টেইন,200,কোলেস্টেরল,সম্পর্কিত,অংশ,6
T0942,202,কোলেস্টেরল হাইড্রোকার্বন কোলেস্টেইন,935,লিপোপ্রোটিন,সম্পর্কিত,অংশ,6
T0943,935,লিপোপ্রোটিন,885,রক্তে,সম্পর্কিত,অবস্থান,6
T0944,885,রক্তে,935,লিপোপ্রোটিন,সম্পর্কিত,পরিমাণ,6
T0946,46,অভিন্রবণ,132,উদ্ভিদ,সম্পর্কিত,কাজ,6
T0946,46,অভিন্রবণ,810,মাটি,সম্পর্কিত,কাজ,6
T0946,46,অভিন্রবণ,554,পানি,সম্পর্কিত,কাজ,6
T0947,843,মূলরোম,554,পানি,সম্পর্কিত,কাজ,6
T0948,132,উদ্ভিদ,810,মাটি,সম্পর্কিত,কাজ,6
T0949,213,কোষরস,250,খনিজ লবণ,সম্পর্কিত,সংজ্ঞা,6
T0949,213,কোষরস,554,পানি,সম্পর্কিত,সংজ্ঞা,6
T0952,1111,হৃৎপিণ্ড,6,অক্সিজেন,সম্পর্কিত,কাজ,6
T0955,479,ধমনির গায়ে,478,ধমনি,সম্পর্কিত,কারণ,6
T0957,200,কোলেস্টেরল,1094,হরমোন,সম্পর্কিত,কাজ,6
T0960,930,লিউকেমিয়া,987,শ্বেত রক্তকোষ,সম্পর্কিত,কারণ,6
T0970,1106,হার্ট আ্যাটাক,312,চর্বি,সম্পর্কিত,কারণ,6
T0970,1106,হার্ট আ্যাটাক,871,রক্ত,সম্পর্কিত,কারণ,6
T0972,1111,হৃৎপিণ্ড,871,রক্ত,সম্পর্কিত,কাজ,6
T0973,1111,হৃৎপিণ্ড,876,রক্তনালি,সম্পর্কিত,অংশ,6
T0975,912,রোগ,885,রক্তে,সম্পর্কিত,কারণ,6
T0984,1111,হৃৎপিণ্ড,822,মানুষ,সম্পর্কিত,কাজ,6
T0986,1111,হৃৎপিণ্ড,253,খাদ্য,সম্পর্কিত,কাজ,6
T0987,441,তেল বা চর্বিজাতীয় খাদ্য,1111,হৃৎপিণ্ড,সম্পর্কিত,কারণ,6
T0988,888,রক্তের কোলেস্টেরল,1111,হৃৎপিণ্ড,সম্পর্কিত,প্রতিরোধ,6
T0989,813,মাদক সেবন,1111,হৃৎপিণ্ড,সম্পর্কিত,কারণ,6
T0990,814,মাদকসেবী,1111,হৃৎপিণ্ড,সম্পর্কিত,কারণ,6
T0997,368,জীবের,298,গ্যাসীয় বিনিময়,সম্পর্কিত,কাজ,6
T0999,648,ফল,253,খাদ্য,সম্পর্কিত,অংশ,6
T1000,741,বীজ,253,খাদ্য,সম্পর্কিত,অংশ,6
T1001,182,কাণ্ড,253,খাদ্য,সম্পর্কিত,অংশ,6
T1002,842,মূল,253,খাদ্য,সম্পর্কিত,অংশ,6
T1003,550,পাতা,253,খাদ্য,সম্পর্কিত,অংশ,6
T1004,678,ফ্লোয়েম,253,খাদ্য,সম্পর্কিত,কাজ,6
T1006,1036,সিভনল,628,প্রাচীর,সম্পর্কিত,কারণ,6
T1007,1036,সিভনল,262,খাদ্যদ্রব্য,সম্পর্কিত,কারণ,6
T1009,1036,সিভনল,253,খাদ্য,সম্পর্কিত,কারণ,6
T1015,1075,স্থলজ উদ্ভিদ,14,অঙ্গ,সম্পর্কিত,কাজ,6
T1015,1075,স্থলজ উদ্ভিদ,554,পানি,সম্পর্কিত,কাজ,6
T1016,1075,স্থলজ উদ্ভিদ,624,প্রস্বেদন,সম্পর্কিত,কারণ,6
T1016,1075,স্থলজ উদ্ভিদ,605,প্রক্রিয়া,সম্পর্কিত,কারণ,6
T1021,527,পত্ররন্ধ,624,প্রস্বেদন,সম্পর্কিত,অবস্থান,6
T1021,527,পত্ররন্ধ,748,বৃতি,সম্পর্কিত,অবস্থান,6
T1021,527,পত্ররন্ধ,559,পাপড়ি,সম্পর্কিত,অবস্থান,6
T1023,940,লেন্টিসেল,624,প্রস্বেদন,সম্পর্কিত,কারণ,6
T1027,83,আলো,624,প্রস্বেদন,সম্পর্কিত,লক্ষণ,6
T1030,714,বায়ুপ্রবাহ,624,প্রস্বেদন,সম্পর্কিত,কারণ,6
T1032,716,বাষ্দীয়ভবন,624,প্রস্বেদন,সম্পর্কিত,কারণ,6
T1034,556,পানির কণা,550,পাতা,সম্পর্কিত,অবস্থান,6
T1036,971,শীত মৌসুমে,138,উদ্ভিদের পাতা,সম্পর্কিত,কারণ,6
T1040,871,রক্ত,274,খাদ্যের উপাদান,সম্পর্কিত,কাজ,6
T1040,871,রক্ত,6,অক্সিজেন,সম্পর্কিত,কাজ,6
T1041,872,রক্ত সংবহনতজ্ত্র,871,রক্ত,সম্পর্কিত,কাজ,6
T1041,872,রক্ত সংবহনতজ্ত্র,14,অঙ্গ,সম্পর্কিত,কাজ,6
T1042,871,রক্ত,695,বর্জ্য পদার্থ,সম্পর্কিত,কাজ,6
T1048,538,পরিবহণতন্ত্র,884,রক্তু সংবহনতন্ত্র,সম্পর্কিত,অংশ,6
T1049,884,রক্তু সংবহনতন্ত্র,1111,হৃৎপিণ্ড,সম্পর্কিত,অংশ,6
T1050,884,রক্তু সংবহনতন্ত্র,478,ধমনি,সম্পর্কিত,অংশ,6
T1051,884,রক্তু সংবহনতন্ত্র,964,শিরা,সম্পর্কিত,অংশ,6
T1052,884,রক্তু সংবহনতন্ত্র,197,কৈশিকনালি,সম্পর্কিত,অংশ,6
T1053,538,পরিবহণতন্ত্র,921,লসিকাতন্ত্র,সম্পর্কিত,অংশ,6
T1054,921,লসিকাতন্ত্র,919,লসিকা,সম্পর্কিত,অংশ,6
T1058,871,রক্ত,1111,হৃৎপিণ্ড,সম্পর্কিত,অবস্থান,6
T1058,871,রক্ত,964,শিরা,সম্পর্কিত,অবস্থান,6
T1058,871,রক্ত,478,ধমনি,সম্পর্কিত,অবস্থান,6
T1058,871,রক্ত,197,কৈশিকনালি,সম্পর্কিত,অবস্থান,6
T1059,871,রক্ত,429,তরল যোজক টিস্যু,সম্পর্কিত,প্রকার,6
T1060,871,রক্ত,878,রক্তরস,সম্পর্কিত,অংশ,6
T1065,880,রক্তরসের উপাদান,554,পানি,সম্পর্কিত,প্রকার,6
T1066,880,রক্তরসের উপাদান,638,প্রোটিনগুলো,সম্পর্কিত,প্রকার,6
T1070,873,রক্তকোষ,944,লোহিত রক্তকোষ,সম্পর্কিত,প্রকার,6
T1071,873,রক্তকোষ,987,শ্বেত রক্তকোষ,সম্পর্কিত,প্রকার,6
T1072,873,রক্তকোষ,24,অণুচক্রিকা,সম্পর্কিত,প্রকার,6
T1073,944,লোহিত রক্তকোষ,6,অক্সিজেন,সম্পর্কিত,কাজ,6
T1078,1107,হিমোগ্লোবিন,871,রক্ত,সম্পর্কিত,কারণ,6
T1079,1109,হিমোগ্লোবিন না থাকলে,883,রক্তস্বল্পতা,সম্পর্কিত,লক্ষণ,6
T1079,1109,হিমোগ্লোবিন না থাকলে,881,রক্তশূন্যতা,সম্পর্কিত,লক্ষণ,6
T1080,988,শ্বেত রন্তকোষ,987,শ্বেত রক্তকোষ,সম্পর্কিত,কারণ,6
T1081,820,মানবদেহে,987,শ্বেত রক্তকোষ,সম্পর্কিত,পরিমাণ,6
T1081,820,মানবদেহে,885,রক্তে,সম্পর্কিত,পরিমাণ,6
T1091,302,গ্রানূলোসাইট,673,ফ্যাগোসাইটোসিস,সম্পর্কিত,কাজ,6
T1093,755,বেসোফিল,871,রক্ত,সম্পর্কিত,কাজ,6
T1095,22,অণুচক্কিকা,16,অঙ্গাণু,সম্পর্কিত,অবস্থান,6
T1096,22,অণুচক্কিকা,56,অস্থি,সম্পর্কিত,অংশ,6
T1097,23,অণুচক্কিকার,871,রক্ত,সম্পর্কিত,কাজ,6
T1098,24,অণুচক্রিকা,452,থোষ্বোপ্লাসটিন,সম্পর্কিত,কাজ,6
T1100,487,ধোম্বিন,878,রক্তরস,সম্পর্কিত,কাজ,6
T1100,487,ধোম্বিন,638,প্রোটিনগুলো,সম্পর্কিত,কাজ,6
T1100,487,ধোম্বিন,660,ফাইব্রিন,সম্পর্কিত,কাজ,6
T1100,487,ধোম্বিন,871,রক্ত,সম্পর্কিত,কাজ,6
T1101,660,ফাইব্রিন,638,প্রোটিনগুলো,সম্পর্কিত,কারণ,6
T1102,660,ফাইব্রিন,871,রক্ত,সম্পর্কিত,কাজ,6
T1109,460,দহনক্রিয়া,871,রক্ত,সম্পর্কিত,কাজ,6
T1110,871,রক্ত,184,কার্বন ডাই-অক্সাইড,সম্পর্কিত,কাজ,6
T1110,871,রক্ত,14,অঙ্গ,সম্পর্কিত,কাজ,6
T1115,24,অণুচক্রিকা,871,রক্ত,সম্পর্কিত,প্রতিরোধ,6
T1120,911,রেসাস (80) ফ্যাক্টর,913,রোগী,সম্পর্কিত,কারণ,6
T1121,910,রেসাস (8) ফ্যাক্টর,871,রক্ত,সম্পর্কিত,অবস্থান,6
T1123,1030,সি ইত্যাদি) সংক্রমণের শিকার,871,রক্ত,সম্পর্কিত,কারণ,6
T1126,1044,সুস্থ মানুষের দেহ,944,লোহিত রক্তকোষ,সম্পর্কিত,পরিমাণ,6
T1127,1111,হৃৎপিণ্ড,667,ফুসফুস,সম্পর্কিত,অবস্থান,6
T1127,1111,হৃৎপিণ্ড,14,অঙ্গ,সম্পর্কিত,অবস্থান,6
T1133,702,বহিঃম্তর,312,চর্বি,সম্পর্কিত,অবস্থান,6
T1134,702,বহিঃম্তর,71,আবরণী টিস্যু,সম্পর্কিত,অবস্থান,6
