node_id,label,chapters,n_facts
682,বংশগতির_একক,13,1
683,বংশবৃদ্ধি,1,1
684,বক্চচলন,10,2
685,বক্রচলন,10,1
686,বক্ষগহ্বরের ভিতর এবং বাইরের চাপের সমতা,7,1
687,বছরের বিশেষ খতু,7,1
688,বট গাছ,2,1
689,বড় কোষ,11,1
690,বড় গাছের নিচে,7,1
691,বড়ি টিউব,2,1
692,বদহজম,5,4
693,বদ্ধ সংবহনতন্দ্র,6,1
694,বয়স,10,1
695,বর্জ্য পদার্থ,13,1
696,বর্তমানের বৈচিত্র্যময় জীবজগত,12,1
697,বল ও কোটরসম্ধি,9,1
698,বল পয়েন্ট,12,1
699,বহিঃকঙ্কাল,9,2
700,বহিঃত্বক জাইলেম,2,1
701,বহিঃনিষেক,11,1
702,বহিঃম্তর,6,3
703,বা এবং মা+,4,1
704,বাইকাসপিড,6,1
705,বাইসেপস পেশি,9,1
706,বাচ্চা,1,2
707,বাণিজ্যিক রং,5,1
708,বাতাস,"4,7",4
709,বায়ু,"4,6,7",5
710,বায়ুথলি,7,2
711,বায়ুথলিত,7,1
712,বায়ুদূষণ,7,1
713,বায়ুপরাগী ফুল,11,4
714,বায়ুপ্রবাহ,6,1
715,বায়ুমণ্ডল,4,3
716,বাষ্দীয়ভবন,6,2
717,বাস্তুতন্ত্রের উপাদানসমূহ,13,2
718,বাস্তুতন্ত্রের কোনো একটি ট্রফিক লেভেলে,13,2
719,বাস্তুতন্ত্রের খাদ্যশিকল,13,1
720,বাস্তুতন্দ্র,13,1
721,বাস্তুতন্দ্রের জৈবিক উপাদান,13,1
722,বাস্তুতন্দ্রের ভৌত উপাদান,13,1
723,বাস্তুতন্দ্রের রাসায়নিক উপাদান,13,1
724,বাস্তুতান্দ্রিক বৈচিত্র্য,13,2
725,বাহু,2,3
726,বাহ্যিক অঙ্গ,2,1
727,বিএমআই,5,3
728,বিএমআর,5,2
729,বিএমআর ও বিএমআই,5,1
730,বিকেলের দিকে,7,1
731,বিক্রিয়া,4,1
732,বিটা (০) থ্যালাসেমিয়া,12,1
733,বিপি যন্ত্র,6,2
734,বিভাজন,11,1
735,বিভিন্ন প্রকার খাদ্যশিকল,13,1
736,বিভিন্ন স্তরের মাংসাশী প্রাণী,13,1
737,বিয়োজক,13,1
738,বিশুদ্ধ দ্রাবক,8,1
739,বিষঞ্জতা,5,1
740,বিষুবীয় তলের জালিকার অংশগুলো,2,1
741,বীজ,"2,6,11",5
742,বীজ রোপণের পূর্বে,10,1
743,বুকে,6,1
744,বুকে পিঠে,7,1
745,বৃক্ধ,8,4
746,বৃক্ধের ইউরিনিফেরাস,8,2
747,বৃক্ধের পাথর,8,5
748,বৃতি,11,4
749,বৃল্ক,8,1
750,বৃল্ধ অকার্যকর হয়ে গেলে,8,1
751,বৃল্ধ নেফ্নের মাধ্যমে,8,1
752,বৃল্ধ বা কিডনি,7,1
753,বৃহদন্ত,5,6
754,বেলায় গিঁটে ব্যথা,9,2
755,বেসোফিল,6,1
756,বৈচিত্র্য,"11,12",3
757,বৈজ্ঞানিক নাম,1,3
758,বৈজ্ঞানিক নামের প্রথম অংশ,1,2
759,বৈশিষ্ট্য,"1,11,12",10
760,বোম্যাঈস ক্যাপসুল,8,1
761,বোম্যান্স ক্যাপসুল,8,1
762,বোরন,5,2
763,ব্যাকটেরিয়া,"4,7,12,14",9
764,ব্যাকটেরিয়া কোষের সাইটোপ্লাজমে,2,1
765,ব্যাকটেরিয়া সহ অণুজীব,13,1
766,ব্যারি মার্শাল,5,1
767,ব্রংকাই,7,2
768,ব্রংকাইটিস,7,5
769,ভাইরাস,7,1
770,ভাইরাসজনিত রোগ,14,1
771,ভাজাপোড়া খাবার খাওয়া,5,1
772,ভার্নালিন,10,1
773,ভিটামিন 1,9,1
774,ভিটামিন ॥ সমৃদ্ধ খাদ্য,5,1
775,ভিটামিন চ,5,1
776,ভিটামিন বি-12,5,1
777,ভিলাই,5,2
778,ভিলাস,5,1
779,ভেসেল,2,4
780,ভ্বৎপিণ্ড,6,1
781,ভ্রণ,11,6
782,ভ্রণ বিকাশকালীন সময়ে,1,1
783,ভ্রণপোষক কলায়,11,1
784,ভ্রণমূল,10,1
785,ভ্র্ণ,11,2
786,ভ্ূণবিদ্যা,1,1
787,মঞ্জরিদণ্ড,11,1
788,মডেল,3,1
789,মধ্যচ্ছদা,7,6
790,মধ্যচ্ছদার,5,1
791,মধ্যবয়সি পাতা,4,1
792,মধ্যমস্তিষ্ক,10,4
793,মধ্যস্তর,6,2
794,মনোসাইট,6,1
795,মল,5,2
796,মসৃণ পেশি,2,1
797,মস্তিষ্ক,"1,10",8
798,মস্তিষ্ক করোটি,9,2
799,মাংসপেশি,5,1
800,মাংসপেশি তার কোষগুলো,10,1
801,মাংসাশী প্রাণী,13,1
802,মাইক্রোইভোলিউশন,12,1
803,মাইক্রোনিউট্রিয়েন্ট,5,8
804,মাইটোকন্ডরিয়ার ম্যাট্রিক,2,1
805,মাইটোকন্ডিয়া,"2,4",2
806,মাইটোকন্ডিয়ার প্রধান কাজ,2,1
807,মাইটোসিস,3,3
808,মাঘ ভাইরাস,11,1
809,মাঝের কোষ,11,1
810,মাটি,4,1
811,মাড়ির আক্কেল দাঁত,5,1
812,মাথার ত্বকীয় কোষ,2,1
813,মাদক সেবন,6,1
814,মাদকসেবী,6,1
815,মাদকাসন্তি,10,1
816,মাধ্যম,11,1
817,মানব প্রজনন,11,1
818,মানবকঙ্কাল,9,1
819,মানবদেহ,5,1
820,মানবদেহে,"5,6",2
821,মানবদেহের কয়েকটি মুখ্য নালিবিহীন গ্রন্থি,10,1
822,মানুষ,"2,11,12",4
823,মানুষের অগ্রপেষণ দাঁত,5,1
824,মানুষের কর্তন দাঁত,5,1
825,মানুষের ছেদন দাঁত,5,1
826,মানুষের পেষণ দাঁত,5,1
827,মানুষের রক্ত,6,2
828,মানুষের লালাগ্রন্থি,2,2
829,মানুষের শ্বসনতন্দ্র,2,1
830,মিউচুয়ালিজম,13,4
831,মিথস্ষিয়ায় অংশগ্রহণকারী জীবগুলো,13,1
832,মিয়োসিস,3,9
833,মিয়োসিস-1,3,1
834,মিয়োসিস-2,3,1
835,মুকুলোদগম,11,1
836,মুখ,10,1
837,মুখগহ্বর,5,2
838,মূত্র,8,4
839,মূত্রথলি,8,1
840,মূত্রনালির সংক্রমণ,8,1
841,মূত্রের রং,8,1
842,মূল,"6,10",2
843,মূলরোম,6,1
844,মূলের চলন,10,1
845,মৃতজীবী খাদ্যশিকল,13,1
846,মৃতদেহে সঞ্চিত রাসায়নিক শক্তি,13,1
847,মৃত্যুর পর উদ্ভিদ আর প্রাণীর দেহ,13,1
848,মেডুলা,8,2
849,মেডুলা অবলংগাটা,10,4
850,মেদ সৃষ্টিকারী খাদ্য,6,1
851,মেন্ডেল,12,1
852,মেয়ে,12,2
853,মেয়েদের,11,5
854,মেয়েদের ডিম্বাশয়,10,1
855,মেয়েরা,11,2
856,মেরিস্টেম,14,2
857,মেরুরজ্জু,10,5
858,মেসোফিল টিস্যু,5,2
859,মোটর বা আজ্ঞাবাহী নিউরন,10,1
860,ম্নায়ু তাড়না,10,1
861,ম্যাক্রোইভোলিউশন,12,1
862,ম্যাগনেসিয়াম,4,1
863,ম্যাগনেসিয়ামের অভাব,5,2
864,যকৃত,5,1
865,যকৃৎ,"2,5",4
866,যক্ষ্মা,7,6
867,যৌন প্রজনন,11,1
868,য্নায়ুগুলো,10,1
869,য্নায়ূতন্ত্র,10,1
870,রং-বেরঙের বৃতি,11,2
871,রক্ত,"2,5,6,7,11",25
872,রক্ত সংবহনতজ্ত্র,6,1
873,রক্তকোষ,"2,6",5
874,রক্তচাপ,8,1
875,রক্তচাপের মাত্রা,6,1
876,রক্তনালি,6,1
877,রক্তবাহিকা,6,4
878,রক্তরস,"2,6",3
879,রক্তরসে,6,1
880,রক্তরসের উপাদান,6,4
881,রক্তশূন্যতা,5,4
882,রক্তসাব,11,1
883,রক্তস্বল্পতা,5,1
884,রক্তু সংবহনতন্ত্র,6,4
885,রক্তে,6,1
886,রক্তে অস্বাভাবিকতা,5,1
887,রক্তের অণুচক্রিকা কোষ,2,1
888,রক্তের কোলেস্টেরল,6,1
889,রক্তের গ্রুপগুলো,6,1
890,রঙিন প্লাস্টিড,2,2
891,রপ্ত কার্বন ডাই-অক্সাইড,7,1
892,রবিন ওয়ারেন,5,1
893,রশ্মি,2,1
894,রাইজোবিয়াম,13,1
895,রাইবোজোম,2,5
896,রাতে,7,1
897,রাফেজ,5,4
898,রাফেজযুক্ত খাবার,5,1
899,রাসায়নিক অভিব্যক্তি,12,1
900,রাসায়নিক বিক্রিয়া,5,2
901,রিং স্পট ভাইরাস,14,1
902,রিউমাটয়েড আর্জরাইটিস,9,1
903,রিকম্বিনেন্ট ডিএনএ কৌশল,14,1
904,রিকম্বিনেন্ট ডিএনএ প্রযুক্তি,14,1
905,রিকম্বিনেন্ট প্লাজমিড,14,2
906,রেচন,8,3
907,রেচনতন্ত্র,2,4
908,রেচনতন্দ্রা,8,1
909,রেনাল টিউব্যুল,8,3
910,রেসাস (8) ফ্যাক্টর,6,1
911,রেসাস (80) ফ্যাক্টর,6,1
912,রোগ,"5,6,7,9,10",26
913,রোগী,"5,6,7,10",8
914,রোহিণী উদ্ভিদ,13,1
915,লক্ষণ,7,7
916,লম্বা গাছের জিন,12,1
917,লম্বা গাছের পরাগরেণু,12,1
918,লম্বা স্নায়ুতন্তু,2,1
919,লসিকা,"2,5",2
920,লসিকা গ্রন্থি,6,1
921,লসিকাতন্ত্র,6,3
922,লাইগেজ,14,2
923,লাইপেজ,5,2
924,লাইসোজোম,2,1
925,লাইসোজোমের পর্দা,2,1
926,লাল-সবুজ বর্ণান্ধতা,12,1
927,লালা,5,2
928,লালাগ্রন্থি,5,8
929,লালারস,5,1
930,লিউকেমিয়া,6,1
931,লিউকেমিয়ায় আক্রান্ত ব্যক্তি,6,1
932,লিগনিন,5,1
933,লিগামেন্ট,9,3
934,লিঙ্গ,12,1
935,লিপোপ্রোটিন,6,1
936,লিফ্ফোসাইট,6,1
937,লিভিং ফসিল,12,1
938,লিম্ফোসাইট,6,1
939,লেজ,11,1
940,লেন্টিসেল,6,2
941,লেস,2,1
942,লোকাস,12,1
943,লোহিত রক্ত কণিকায়,6,1
944,লোহিত রক্তকোষ,6,3
945,লৌহ,5,1
946,লৌহের অভাব,5,6
947,লৌহের ঘাটতি,5,1
948,শক্তির প্রবাহ,13,1
949,শত্তি পিরামিড,13,1
950,শত্তির পিরামিড,13,1
951,শব্দ তরঙ্গ,10,1
952,শয়নাতিয়ার্রের পন,2,1
953,শরীরচর্চা,5,1
954,শরীরের ত্বকীয় কোষ,2,2
955,শরীরের ত্বকের ঘাম নির্গমনকারী কোষ,2,1
956,শর্করা,"5,13",7
957,শাখা-প্রশাখা,10,1
958,শাখাগুলো,7,2
959,শারীরবিদ্যা,1,1
960,শারীরবৃত্তীয় ক্রিয়া বিক্রিয়া,9,1
961,শারীরিক শ্রম,5,1
962,শিক্ষকের কথা,10,1
963,শিক্ষার্থী,1,1
964,শিরা,6,2
965,শিশু,7,1
966,শিশু রোগী,5,1
967,শিশুদের,5,1
968,শিশুর,5,2
969,শিশুর কঙ্কাল,9,1
970,শিশুরাই,5,1
971,শীত মৌসুমে,6,1
972,শুক্রাণু,11,4
973,শুব্রাণু,11,1
974,শোষিত পানির অংশ,6,1
975,শ্বসন,"4,7",3
976,শ্বসন প্রক্রিয়া,4,8
977,শ্বসন প্রক্রিয়ার প্রভাবক,4,1
978,শ্বসনতন্ত্র,7,7
979,শ্বসনপ্রক্রিয়া,7,1
980,শ্বসনের ধাপ,2,1
981,শ্বাস-প্রশ্বাসের অঙ্গগুলো,7,1
982,শ্বাসকার্য,7,1
983,শ্বাসনালি স্বরযন্ত্রের নিম্নাংশ,7,2
984,শ্বেত পদার্থ,10,1
985,শ্বেত রকন্তকোষ,6,1
986,শ্বেত রক্তকণিকা,2,1
987,শ্বেত রক্তকোষ,"2,6",2
988,শ্বেত রন্তকোষ,6,1
989,শ্রেণিবিন্যাসের ধাপ,1,2
990,শ্রেণিবিন্যাসের লক্ষ্য,1,1
991,সংকেত,12,2
992,সংগ্রাহক বা সংগ্রাহী নালিকা,8,1
993,সংবেদী নিউরনের আ্যাক্সন,10,1
994,সক্কেরাইড,2,3
995,সঙ্গীকোষ,2,1
996,সঠিক খাদ্য নির্বাচন,6,1
997,সব ক্রোমোজোম সিপিন্ডল যন্ত্রের বিষুবীয় অঞ্চলে,2,1
998,সবল প্রাণী,12,1
999,সবাত শ্বসন,4,3
1000,সবাত শ্বসন প্রক্রিয়া,4,1
1001,সবুজ অংশ,4,1
1002,সবুজ উদ্ভিদ,"4,13",8
1003,সবুজ বৃতি,11,2
1004,সবুজ শাকসবজি,9,1
1005,সমন্বয়,"9,10",2
1006,সম্ধিস্থলে,9,1
1007,সম্পর্কযুক্ত জীবগুলো,13,1
1008,সয়াদ্রব্য,9,1
1009,সরল উপাদান,5,2
1010,সরল টিস্যু,2,4
1011,সাইটোকাইনিন,10,5
1012,সাইটোকাইনেসিস,2,1
1013,সাইটোগ্লাজমিক অঙ্গাণুসমূহ,2,1
1014,সাইটোপ্লাজম,2,2
1015,সাইটোপ্লাজমীয় অঙ্গাণু,2,1
1016,সাইটোসিন,12,1
1017,সাইনোভিয়াল অস্থিসন্ধি,9,2
1018,সাধারণ আবরণী টিস্যু,2,1
1019,সাধারণ নাম,1,1
1020,সাধারণত,7,1
1021,"সাপ, ময়ূর, বাঘ",13,1
1022,সাব-লিঙ্গুয়ালগ্রন্থিী,5,1
1023,সাবস্টেজ,2,3
1024,সামগ্রিক চলন,10,1
1025,সালফার,5,2
1026,সালফারের অভাব,5,4
1027,সালোকসংশ্লেষণ,4,4
1028,সালোকসংশ্লেষণ প্রক্রিয়ার জন্য পরিমিত তাপমাত্রা,4,1
1029,সালোকসংশ্লেষণের হার,4,2
1030,সি ইত্যাদি) সংক্রমণের শিকার,6,1
1031,সিউডোস্স্র্যাটিফাইড আবরণী টিস্যু,2,1
1032,সিকাম,5,1
1033,সিগারেটের তামাক,6,1
1034,সিন্যাপস,"2,10",3
1035,সিভকোষ,2,2
1036,সিভনল,"2,6",6
1037,সিম্বিডিয়াম,14,1
1038,সিলিয়াযুক্ত আবরণী টিস্যু,2,1
1039,সুকেন্দ্রিক কোষ,12,1
1040,সুকেন্দ্রিক কোষবিশিষ্ট বহুকোষী পরভোজী জটিল টিস্যুতন্তর,1,1
1041,সুপার কিংডম 1,1,1
1042,সুষম খাদ্য গ্রহণ,6,1
1043,সুষম খাবার,9,1
1044,সুস্থ মানুষের দেহ,6,2
1045,সূর্য,13,1
1046,সূর্যালোক,9,1
1047,সেকেন্ডারি জাইলেমে প্যারেনকাইমা,2,1
1048,সেক্স-অটোজোমগুলো,12,1
1049,সেক্স-লিংকড অসুখ,12,1
1050,সেদ্ট্রোমিয়ার,3,1
1051,সেন্ট্রিওল,2,1
1052,সেন্ট্রোক্ষিয়া,2,1
1053,সেন্ট্রোজোম,2,1
1054,সেন্ট্রোমিয়ার,2,2
1055,সেন্ট্রোল,2,1
1056,সেরিবেলাম,10,4
1057,সেরিব্রাম,10,7
1058,সেরিব্রাল কট্টেক্স,10,1
1059,সেরিব্রাল হেমিস্ফিয়ার,10,4
1060,সেলুলোজ,5,2
1061,সেলোফেন ব্যাগ,6,1
1062,সেস্ট্রোক্ফিয়া,2,1
1063,সেস্ট্রোমিয়ার,2,2
1064,স্কুদ্রান্দ্র,5,1
1065,স্কেলিটাল যোজক টিস্যু,2,7
1066,স্টার্চ,5,1
1067,স্টেজ,2,1
1068,স্ট্যান্ড,2,1
1069,স্ট্রেপটোকক্কাস,6,1
1070,স্ট্রোক,10,3
1071,স্ট্র্যাটিফাইড আবরণী টিস্যু,2,4
1072,স্তন্যপায়ীদের রন্তকোষণগুলোর,6,1
1073,স্তস্তের উপরে,2,1
1074,স্ত্রীসতবক,11,3
1075,স্থলজ উদ্ভিদ,6,5
1076,স্নায়ুকোষ,2,1
1077,স্নায়ুগুলো,10,1
1078,স্নায়ুটিস্যু,"2,10",5
1079,স্নায়ুতন্ত্র,"2,10",2
1080,স্নায়ুতল্ত,10,1
1081,স্নায়ূতন্ত্র,2,1
1082,স্নেহ ও চর্বিজাতীয় খাদ্য,5,1
1083,স্পিন্ডল তন্তু,2,1
1084,স্পিন্ডল যন্ত্র,2,1
1085,স্পিন্ডল যন্ত্রের দুই মেরুর মধ্যবর্তী স্থান,2,1
1086,স্পিন্ডলযন্ত্রের কিছু তন্তু,2,1
1087,স্ফীত অগ্রভাগ,11,1
1088,স্ব-পরাগায়ন,11,3
1089,স্বাভাবিক ডায়াস্টোলিক চাপ,6,1
1090,স্বাভাবিক সিস্টোলিক চাপ,6,1
1091,স্বাস্থ্যসম্মত,5,1
1092,স্যালাইন,5,2
1093,স্ষুদ্রান্তের প্রাচীরে,5,3
1094,হরমোন,"6,10,11",11
1095,হরমোনতন্দ্র,10,1
1096,হাঁটা-চলার মাধ্যমে,6,1
1097,হাঁপানি,7,1
1098,হাঁপানি রোগী,7,1
1099,হাইড্রোক্লোরিক আ্যাসিড,5,1
1100,হাইড্রোক্লোরিক এসিড,5,1
1101,হাড়,5,1
1102,হাত,1,1
1103,"হাত, পা, স্কবন্ধচক্র ও শ্রোণিচত্ব",9,1
1104,হাতের কক্জিতে রেট,6,1
1105,হাতের কক্জিতে হালকা,6,1
1106,হার্ট আ্যাটাক,6,2
1107,হিমোগ্লোবিন,"2,6",2
1108,হিমোগ্লোবিন + অক্সিজেন,7,1
1109,হিমোগ্লোবিন না থাকলে,6,1
1110,হিস্টোলজি,1,1
1111,হৃৎপিণ্ড,"6,9",18
1112,হৃৎপিণ্ড সম্পর্কিত রোগ,5,3
1113,হৃৎপিণ্ড-প্রাচীর,6,1
1114,হৃৎপিণ্ডের করোনারি ধমনিগাত্রে,6,1
1115,হৃৎপিণ্ডের প্রকোষ্ঠগুলো,6,1
1116,হৃৎপিণ্ডের প্রসারণ,6,1
1117,হৃৎপিণ্ডের ভিতরের স্তর,6,1
1118,হৃৎপিণ্ডের সংকোচন,6,1
1119,হৃৎপিণ্ডের সিস্টোল-ডায়াস্টোল,6,1
1120,হ্যাপ্যেড কোষ,3,1
