chunk_id,chapter_no,subject,relation,object
9-10-biology_secondary-2-7,2,জননকোষ,অবস্থান,মিয়োসিস পদ্ধতিতে জনন মাতৃকোষে
9-10-biology_secondary-2-7,2,জননকোষ,কাজ,জনন মাতৃকোষের বিভাজন ঘটাতে এবং জনন কোষ উৎপন্ন করাতে
9-10-biology_secondary-2-7,2,অপত্য,কাজ,জনন মাতৃকোষের ক্রোমোজোম সংখ্যার অর্ধেক থাকাতে
9-10-biology_secondary-2-7,2,জননকোষ,কারণ,পুং ও স্ত্রী জননকোষ মিলিত
9-10-biology_secondary-2-70,2,কোষ,কাজ,"ক্ষরণ, রক্ষণ এবং শোষণের কাজ করা"
9-10-biology_secondary-2-71,2,সাধারণ আবরণী টিস্যু,অবস্থান,ভিত্তিপর্দার উপর
9-10-biology_secondary-2-71,2,কোষসমূহ,অংশ,সজ্জিত
9-10-biology_secondary-2-72,2,স্ট্র্যাটিফাইড আবরণী টিস্যু,প্রকার,ভিত্তিপর্দার উপর কোষগুলো একাধিক স্তরে সজ্জিত
9-10-biology_secondary-2-72,2,স্ট্র্যাটিফাইড আবরণী টিস্যু,প্রকার,মিনিটের মধ্যে পান্টে যেতে পারে-কখনো দেখা যায় তিন-চারটি স্তর
9-10-biology_secondary-2-72,2,স্ট্র্যাটিফাইড আবরণী টিস্যু,প্রকার,পরক্ষণেই দেখা যায় সাত-আটটি স্তর
9-10-biology_secondary-2-72,2,স্ট্র্যাটিফাইড আবরণী টিস্যু,কাজ,ট্রানজিশনাল আবরণী
9-10-biology_secondary-2-72,2,ট্রানজিশনাল আবরণী,প্রতিরোধ,মেরুদণ্ডী প্রাণীদের ত্বক
9-10-biology_secondary-2-73,2,সিউডোস্স্র্যাটিফাইড আবরণী টিস্যু,অংশ,ভিত্তিপর্দার উপর এক স্তরে বিন্যস্ত
9-10-biology_secondary-2-73,2,কোষগুলো,কারণ,কোষণুলো বিভিন্ন উচ্চতার হওয়া
9-10-biology_secondary-2-74,2,সিলিয়াযুক্ত আবরণী টিস্যু,অবস্থান,মেরুদণ্ডী প্রাণীদের শ্বাসনালির প্রাচীরে
9-10-biology_secondary-2-74,2,ফ্লাজেলাযুক্ত আবরণী টিস্যু,অবস্থান,হাইড্রার এন্ডোডার্মে
9-10-biology_secondary-2-74,2,ক্ষণপদযুত্ত আবরণী টিস্যু,অবস্থান,হাইড্রার এন্ডোডার্মে এবং মেরুদণ্ডী প্রাণীদের অন্তরে
9-10-biology_secondary-2-74,2,জনন অঙ্গের আবরণী টিস্যু,কাজ,শুক্রাণু এবং ডিম্বাণু কোষ উৎপন্ন করে এবং প্রজাতির ধারা অক্ষুণ্ন রাখে
9-10-biology_secondary-2-75,2,আবরণী টিস্যু,কাজ,বিভিন্ন ধরনের রস নিঃসরণ
9-10-biology_secondary-2-75,2,আবরণী টিস্যু,কাজ,অঙ্গের বা নালির ভিতরের ও বাইরের অংশ তৈরি করা
9-10-biology_secondary-2-75,2,আবরণী টিস্যু,কাজ,রক্ষণ
9-10-biology_secondary-2-75,2,আবরণী টিস্যু,কাজ,ক্ষরণ
9-10-biology_secondary-2-75,2,আবরণী টিস্যু,কাজ,শোষণ
9-10-biology_secondary-2-75,2,আবরণী টিস্যু,কাজ,ব্যাপন
9-10-biology_secondary-2-75,2,আবরণী টিস্যু,কাজ,পরিবহণ
9-10-biology_secondary-2-75,2,আবরণী টিস্যু,অবস্থান,রূপান্তরিত হয়ে গ্রন্থি টিস্যু এবং জনন টিস্যুতে পরিণত হয়
9-10-biology_secondary-2-76,2,ফাইব্রাস যোজক টিস্যু,অবস্থান,দেহত্বকের নিচে পেশির মধ্যে
9-10-biology_secondary-2-77,2,স্কেলিটাল যোজক টিস্যু,অবস্থান,দেহের অভ্যন্তরীণ কাঠামো
9-10-biology_secondary-2-77,2,স্কেলিটাল যোজক টিস্যু,কাজ,দেহকে নির্দিষ্ট আকৃতি এবং দৃঢ়তা দেয়
9-10-biology_secondary-2-77,2,স্কেলিটাল যোজক টিস্যু,কাজ,অঙ্গ সঞ্চালন এবং চলনে সহায়তা করে
9-10-biology_secondary-2-77,2,স্কেলিটাল যোজক টিস্যু,কাজ,"মস্তিষ্ক, মেরুরজ্জু, ফুসফুস, হৃৎপিপ্ড- এরকম দেহের নরম ও নাজুক অঙ্গাগুলোকে রক্ষা করে"
9-10-biology_secondary-2-77,2,স্কেলিটাল যোজক টিস্যু,কাজ,বিভিন্ন ধরনের রক্তকণিকা উৎপাদন করে
9-10-biology_secondary-2-77,2,স্কেলিটাল যোজক টিস্যু,কাজ,এঁচ্ছিক পেশিগুলোর সংযুক্তির ব্যবস্থা করে
9-10-biology_secondary-2-77,2,স্কেলিটাল যোজক টিস্যু,প্রকার,দুধরনের
9-10-biology_secondary-2-79,2,তরল টিস্যুর মাতৃকা,অবস্থান,মাতৃকায়
9-10-biology_secondary-2-79,2,তরল টিস্যুর প্রধান কাজ,কাজ,"দেহের অভ্যন্তরে বিভিন্ন দ্রব্যাদি পরিবহণ করা, রোগ প্রতিরোধ করা এবং রক্ত জমাট বাঁধায়"
9-10-biology_secondary-2-79,2,তরল যোজক টিস্যু,প্রকার,দুই ধরনের
9-10-biology_secondary-2-79,2,তরল যোজক টিস্যু,কাজ,রক্ত এবং লসিকা
9-10-biology_secondary-2-8,2,জাইগোট,অবস্থান,জাইগোট (75800866)
9-10-biology_secondary-2-8,2,জাইগোট,কাজ,জীবদেহ গঠন
9-10-biology_secondary-2-8,2,প্রকৃত কোষী,প্রকার,উচ্চশ্রেণির উদ্ভিদ ও প্রাণী
9-10-biology_secondary-2-80,2,রক্ত,কাজ,অভ্যন্তরীণ পরিবহণ
9-10-biology_secondary-2-80,2,রক্ত,কাজ,তাপমাত্রার ভারসাম্য রক্ষা
9-10-biology_secondary-2-80,2,রক্তরস,অংশ,পানি
9-10-biology_secondary-2-80,2,রক্তরস,অংশ,জৈব ও অজৈব পদার্থ
9-10-biology_secondary-2-80,2,হিমোগ্লোবিন,কাজ,অক্সিজেনের সঙ্গে যুক্ত হয়ে অক্সিহিমোগ্লোবিন যৌগ গঠন করে এবং অক্সিজেন পরিবহণ করে
9-10-biology_secondary-2-80,2,শ্বেত রক্তকোষ,কাজ,জীবাণু ধ্বংস করে দেহের প্রকৃতিগত আত্মরক্ষায় অংশ নেয়
9-10-biology_secondary-2-81,2,রক্তকোষ,অংশ,বিভিন্ন ধরনের
9-10-biology_secondary-2-82,2,লসিকা,অংশ,কিছু রোগপ্রতিরোধী কোষ
9-10-biology_secondary-2-83,2,পেশিকোষণ,কারণ,"সরু, লম্বা এবং তন্তুময়"
9-10-biology_secondary-2-84,2,পেশি,প্রকার,তিন ধরনের
9-10-biology_secondary-2-84,2,পেশি,অবস্থান,অভ্যন্তরীণ
9-10-biology_secondary-2-84,2,পেশি,কাজ,পরিবহণ
9-10-biology_secondary-2-85,2,ইচ্ছানুযায়ী সংকুচিত বা প্রসারিত হয়,কাজ,"পেশিটিস্যুর কোষগুলো নলাকার, শাখাবিহীন ও আড়াআড়ি ডোরাযুক্ত হয়"
9-10-biology_secondary-2-85,2,ইচ্ছানুযায়ী সংকুচিত বা প্রসারিত হয়,কাজ,এদের সাধারণত একাধিক নিউক্লিয়াস থাকে
9-10-biology_secondary-2-85,2,ইচ্ছানুযায়ী সংকুচিত বা প্রসারিত হয়,কাজ,এই পেশি দ্রুত সংকুচিত এবং প্রসারিত হতে পারে
9-10-biology_secondary-2-85,2,ইচ্ছানুযায়ী সংকুচিত বা প্রসারিত হয়,অবস্থান,অস্থিতন্ত্রের সংলগ্ন থাকায় একে কঙ্কালপেশিও বলে
9-10-biology_secondary-2-86,2,মসৃণ পেশি,অবস্থান,টিস্যুর সংকোচন ও প্রসারণ
9-10-biology_secondary-2-86,2,অনৈচ্ছিক পেশি,অবস্থান,"রক্তনালি, পৌন্টিকনালি ইত্যাদির প্রাচীরে"
9-10-biology_secondary-2-86,2,অনৈচ্ছিক পেশি,কাজ,দেহের অভ্যন্তরীণ অঙ্গাদির সঞ্চালনে অংশ নেয়
9-10-biology_secondary-2-88,2,স্নায়ুকোষ,অংশ,স্নায়ু টিস্যু
9-10-biology_secondary-2-88,2,জীবকোষ,অংশ,স্নায়ু টিস্যু
9-10-biology_secondary-2-89,2,নিউরন,অংশ,কোষদেহ
9-10-biology_secondary-2-89,2,নিউরন,অংশ,প্রলম্বিত অংশ
9-10-biology_secondary-2-89,2,প্রলম্বিত অংশ,প্রকার,আ্যাক্সন এবং ডেনড্রাইট
9-10-biology_secondary-2-89,2,শয়নাতিয়ার্রের পন,অবস্থান,নিউরন কোষে
9-10-biology_secondary-2-9,2,কোষ,অংশ,কোষপ্রাচীর
9-10-biology_secondary-2-91,2,ডেনড্রন,অংশ,প্রলম্বিত অংশ
9-10-biology_secondary-2-91,2,ডেনড্রাইট,অংশ,প্রলম্বিত অংশ
9-10-biology_secondary-2-91,2,লম্বা স্নায়ুতন্তু,অংশ,নিউরনের কোষদেহ
9-10-biology_secondary-2-91,2,আ্যাক্সন,অংশ,লম্বা স্নায়ুতন্তু
9-10-biology_secondary-2-91,2,সিন্যাপস,কারণ,$দ118056
9-10-biology_secondary-2-91,2,সিন্যাপস,কাজ,উদ্দীপনা পরবর্তী নিউরনে পরিবাহিত
9-10-biology_secondary-2-91,2,স্নায়ুটিস্যু,কাজ,উদ্দীপনা গ্রহণ করে মস্তিষ্কে প্রেরণ করে এবং মস্তিষ্ক তাতে সাড়া দেয়
9-10-biology_secondary-2-91,2,স্নায়ুটিস্যু,কারণ,4০1001156
9-10-biology_secondary-2-91,2,স্নায়ুটিস্যু,কাজ,দেহের বিভিন্ন অঙ্গের কাজ নিয়ন্ত্রণ এবং তাদের মধ্যে সমন্বয় সাধন
9-10-biology_secondary-2-94,2,বাহ্যিক অঙ্গ,অবস্থান,"চোখ, কান, নাক, হাত, পা, মাথা"
9-10-biology_secondary-2-94,2,অভ্যন্তরীণ অঙ্গ,অবস্থান,"পাকস্থলী, ডিওডেনাম, ইলিয়াম, মলাশয়, হৃৎপিণ্ড, যকৃৎ, অগ্মযাশয়, প্লীহা, ফুসফুস, বৃক্ক, শুক্রাশয়, ডিম্বাশয়"
9-10-biology_secondary-2-96,2,খাদ্যগ্রহণ,অংশ,পরিপাকতন্দ্র
9-10-biology_secondary-2-96,2,পরিপাকতন্দ্র,অংশ,পৌষ্টিক নালি
9-10-biology_secondary-2-96,2,পরিপাকতন্দ্র,অংশ,পৌষ্টিক গ্রন্থি
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,মুখছিদ্র
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,মুখগহ্বর
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,গলবিল
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,অশ্ননালি
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,পাকস্থলী
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,ডিওডেনাম
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,ইলিয়াম
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,রেকটাম
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,মলাশয়
9-10-biology_secondary-2-96,2,পৌষ্টিক নালি,অংশ,পায়ুছিদ্র
9-10-biology_secondary-2-96,2,মানুষের লালাগ্রন্থি,অবস্থান,পৌষ্টিক গ্রন্থি
9-10-biology_secondary-2-96,2,মানুষের লালাগ্রন্থি,কাজ,খাদ্য পরিপাকে সহায়তা
9-10-biology_secondary-2-96,2,যকৃৎ,অবস্থান,পৌষ্টিক গ্রন্থি
9-10-biology_secondary-2-96,2,যকৃৎ,কাজ,খাদ্য পরিপাকে সহায়তা
9-10-biology_secondary-2-96,2,অগ্ন্যাশয়,অবস্থান,পৌষ্টিক গ্রন্থি
9-10-biology_secondary-2-96,2,অগ্ন্যাশয়,কাজ,খাদ্য পরিপাকে সহায়তা
9-10-biology_secondary-2-97,2,মানুষের শ্বসনতন্দ্র,কাজ,পরিবেশ থেকে গৃহীত অক্সিজেনের সাহায্যে মানুষের দেহের সঞ্চিত খাদ্য থেকে জারণ প্রক্রিয়ায় শক্তি উৎপাদন করা এবং দেহের দৈনন্দিন কাজে সহায়তা করা
9-10-biology_secondary-2-98,2,স্নায়ূতন্ত্র,অংশ,"মস্তিষ্ক, সুষুন্নাকাণ্ড এবং করোটিক য়ায়ু"
9-10-biology_secondary-2-98,2,স্নায়ুতন্ত্র,অংশ,স্বয়ংক্রিয় স্নায়ুতন্দর
9-10-biology_secondary-2-99,2,রেচনতন্ত্র,অংশ,একজোড়া বৃক্ক
9-10-biology_secondary-2-99,2,রেচনতন্ত্র,অংশ,একজোড়া ইউরেটার
9-10-biology_secondary-2-99,2,রেচনতন্ত্র,অংশ,একটি মূত্রথলি
9-10-biology_secondary-2-99,2,রেচনতন্ত্র,অংশ,একটি মৃূত্রনালি
9-10-biology_secondary-3-10,3,পূর্ণসংখ্যক ক্রোমোজোম,অবস্থান,জাইগোট
9-10-biology_secondary-3-10,3,হ্যাপ্যেড কোষ,অবস্থান,অর্ধেক ক্রোমোজোম সংখ্যার
9-10-biology_secondary-3-10,3,ডিপ্যেড কোষ,অবস্থান,পূর্ণসংখ্যক ক্রোমোজোম
9-10-biology_secondary-3-11,3,মিয়োসিস,অবস্থান,জীবের জনন কোষ
9-10-biology_secondary-3-11,3,মিয়োসিস,অবস্থান,জনন মাতৃকোষে
9-10-biology_secondary-3-11,3,মিয়োসিস,অবস্থান,সপুষ্পক উদ্ভিদের পরাগধানী
9-10-biology_secondary-3-11,3,মিয়োসিস,অবস্থান,সপুষ্পক উদ্ভিদের ডিম্বকের মধ্যে
9-10-biology_secondary-3-11,3,মিয়োসিস,অবস্থান,উন্নত প্রাণিদেহের শুক্রাশয়ে
9-10-biology_secondary-3-11,3,মিয়োসিস,অবস্থান,উন্নত প্রাণিদেহের ডিম্বাশয়ে
9-10-biology_secondary-3-11,3,মিয়োসিস,কাজ,জাইগোট সৃষ্টি
9-10-biology_secondary-3-11,3,মিয়োসিস,কাজ,গ্যামেট সৃষ্টি
9-10-biology_secondary-3-12,3,মিয়োসিস-1,কাজ,প্রথম বিভাজনকে পর পর দুবার বিভাজিত হয়
9-10-biology_secondary-3-12,3,মিয়োসিস-2,কাজ,দ্বিতীয় বিভাজনকে পর পর দুবার বিভাজিত হয়
9-10-biology_secondary-3-12,3,অপত্য কোষে,কারণ,ক্রোমোজোমের সংখ্যা মাতৃকোষের ক্রোমোজোম সংখ্যার অর্ধেকে পরিণত হয়
9-10-biology_secondary-3-18,3,চিত্রের বিভাজন,কারণ,ক. ৪ তে নিউক্লিয়াসের বিভাজন একবার হলেও / তে দুইবার ঘটে
9-10-biology_secondary-3-18,3,চিত্রের বিভাজন,কারণ,"খ. ৪ জীবের গুণগত স্থিতিশীলতা বজায় রাখলেও /, বৈচিত্র্য সৃষ্টি করে"
9-10-biology_secondary-3-18,3,চিত্রের বিভাজন,কারণ,"গ. ৪ দেহকোষে সংঘটিত হলেও /, জনন মাতৃকোষে সংঘটিত হয়"
9-10-biology_secondary-3-18,3,চিত্রের বিভাজন,কারণ,"ঘ. ৪ তে সৃষ্ট অপত্য কোষের ক্রোমোজোম সংখ্যা 4, এর অর্ধেক"
9-10-biology_secondary-3-2,3,সেদ্ট্রোমিয়ার,অবস্থান,চিত্র ৩.০৮
9-10-biology_secondary-3-2,3,মডেল,প্রকার,"মেটাস্েদ্ট্রিক, সাবমেটাসেন্ট্রিক, আ্যক্রোসেন্ট্রিক এবং টেলোসেন্ট্রিক"
9-10-biology_secondary-3-25,3,জীবদেহ,কাজ,পরিবেশ থেকে শক্তি সংগ্রহ করা
9-10-biology_secondary-3-25,3,জীব,কাজ,পরিবেশ থেকে শক্তি সংগ্রহ করা
9-10-biology_secondary-3-25,3,জীব,কাজ,সংগৃহীত শক্তিকে একরূপ থেকে অন্যরূপে পরিবর্তিত করা
9-10-biology_secondary-3-25,3,জীব,কাজ,সঞ্চয় করা
9-10-biology_secondary-3-25,3,জীব,কাজ,সেই শত্তি পরিবেশে ফিরিয়ে দেয়
9-10-biology_secondary-3-27,3,আ্যাডিনোসিন,অংশ,আ্যাডিনিন
9-10-biology_secondary-3-27,3,আ্যাডিনোসিন,অংশ,পাঁচ কার্বনবিশিষ্ট রাইবোজ সুগার
9-10-biology_secondary-3-27,3,আ্যাডিনোসিন অণু,পরিমাণ,৪৪৭২ ফসফেট/ফসফোরিক এসিড গ্রুপ
9-10-biology_secondary-3-27,3,আ্যাডিনোসিন অণু,পরিমাণ,৪৭৭ ফসফেট/ফসফোরিক এসিড গ্রুপ
9-10-biology_secondary-3-27,3,আ্যাডিনোসিন অণু,পরিমাণ,৭১ ফসফেট/ফসফোরিক এসিড গ্রুপ
9-10-biology_secondary-3-27,3,প্রতিমোল,পরিমাণ,২ অণুর প্রান্তীয় ফসফেট গ্রুপে ৭.৩ কিলোক্যালরি
9-10-biology_secondary-3-5,3,মাইটোসিস,কারণ,প্রতিটি কোষের নিউক্লিয়াস এবং সাইটোপ্লাজমের মধ্যকার আয়তন ও পরিমাণগত ভারসাম্য রক্ষিত হয়
9-10-biology_secondary-3-5,3,মাইটোসিস,কারণ,অপত্য কোষে ক্রোমোজোমের সংখ্যা ও গুণাগুণ একই রকম থাকায় জীবের দেহের বৃদ্ধি সুশৃঙ্খলভাবে হতে পারে
9-10-biology_secondary-3-5,3,মাইটোসিস,কারণ,অনিয়ন্ত্রিত হলে টিউমার এমনকি ক্যান্সার সৃষ্টির কারণ হতে পারে
9-10-biology_secondary-3-6,3,টিউমার,কারণ,অস্বাভাবিক কোষ বিভাজন
9-10-biology_secondary-3-6,3,ক্যাঙ্গার,কারণ,প্রাণঘাতী টিউমার
9-10-biology_secondary-3-8,3,মিয়োসিস,কাজ,মাতৃকোষের অর্ধেকসংখ্যক ক্রোমোজোম ধারণ করার চারটি অপত্য কোষ তৈরি করা
9-10-biology_secondary-4-10,4,পানির ফটোলাইসিস,কাজ,"পানি বিয়োজিত হয়ে অক্সিজেন, প্রোটন/হাইড্রোজেন আয়ন ও ইলেকট্রন উৎপন্ন হয়"
9-10-biology_secondary-4-11,4,আলোক নিরপেক্ষ পর্যায়,পরিমাণ,০০১
9-10-biology_secondary-4-11,4,বা এবং মা+,কারণ,আলোক নিরপেক্ষ পর্যায়ে ০০১ বিজারিত হয়ে কার্বোহাইড্রেটে পরিণত হয়
9-10-biology_secondary-4-11,4,সবুজ উদ্ভিদ,অবস্থান,০০০২ বিজারণে
9-10-biology_secondary-4-13,4,ক্যালভিন চক্র,অবস্থান,1961 সালে নোবেল পুরস্কার পান
9-10-biology_secondary-4-13,4,ক্যালভিন চক্র,কাজ,শর্করা তৈরি করা
9-10-biology_secondary-4-13,4,ও উদ্ভিদ,কারণ,ও গতিপথ এবং যেসব উদ্ভিদে এই চক্র সম্পন্ন হয়
9-10-biology_secondary-4-19,4,প্রভাবকগুলো,প্রকার,"বাহ্যিক প্রভাবকসমূহ, অভ্যন্তরীণ প্রভাবকসমূহ"
9-10-biology_secondary-4-19,4,আলো,প্রকার,বাহ্যিক প্রভাবক
9-10-biology_secondary-4-2,4,মাইটোকন্ডিয়া,কাজ,বাহ্যিক শক্তি-উৎস থেকে আহরিত শক্তিকে চা -এর ফসফেট গ্রুপের শক্তি হিসেবে জমা করা
9-10-biology_secondary-4-2,4,প্লাস্টিড,কাজ,সূর্যালোক বা অন্য উৎস থেকে আগত ফোটন থেকে শক্তি জমা করা
9-10-biology_secondary-4-2,4,জীবদেহের প্রতিটি কোষ,কাজ,"মাংসপেশির সংকোচন থেকে ইন্দ্রিয়ানুভূতি, খাবার খাওয়া থেকে হজম করা, নিঃশ্বাস নেওয়া থেকে কথা বলা, চিৎকার করা থেকে হাসি-কান্না, দৈহিক বৃদ্ধি থেকে প্রজনন, দেহের তাপমাত্রা ঠিক রাখা, দেহের প্রতিটি কোষের স্বাভাবিক আয়তন বজায় রাখা"
9-10-biology_secondary-4-20,4,কার্বন ডাই-অক্সাইড,পরিমাণ,০.০৩ ভাগ
9-10-biology_secondary-4-20,4,সালোকসংশ্লেষণ,কারণ,কার্বন ডাই-অক্সাইড বিজারণের ফলে
9-10-biology_secondary-4-21,4,তাপমাত্রা,কাজ,সালোকসংশ্লেষণ প্রক্রিয়ায় বিশেষ প্রভাবক
9-10-biology_secondary-4-22,4,সালোকসংশ্লেষণ প্রক্রিয়ার জন্য পরিমিত তাপমাত্রা,পরিমাণ,২২০ সেলসিয়াস থেকে ৩৫০ সেলসিয়াস পর্যন্ত
9-10-biology_secondary-4-22,4,তাপমাত্রা,পরিমাণ,২২০ সেলসিয়াসের কম বা ৩৫০ সেলসিয়াসের বেশি
9-10-biology_secondary-4-23,4,ঢা+ (হাইড্রোজেন আয়ন),অবস্থান,পানি থেকেই আসে
9-10-biology_secondary-4-23,4,বাতাস,অবস্থান,0০: অনুপ্রবেশ বাধাগ্রস্ত হয়
9-10-biology_secondary-4-24,4,সালোকসংশ্লেষণের হার,কারণ,কমে যায়
9-10-biology_secondary-4-24,4,সালোকসংশ্লেষণের হার,কারণ,বেড়ে যায়
9-10-biology_secondary-4-24,4,অক্সিজেনবিহীন পরিবেশে,অবস্থান,সালোকসংশ্লেষণ সম্পূর্ণ বন্ধ
9-10-biology_secondary-4-25,4,নাইট্রোজেন,অবস্থান,খনিজ পদার্থ
9-10-biology_secondary-4-25,4,ম্যাগনেসিয়াম,অবস্থান,খনিজ পদার্থ
9-10-biology_secondary-4-25,4,মাটি,অবস্থান,খনিজ অভাব
9-10-biology_secondary-4-25,4,ক্লোরোফিল,লক্ষণ,পাতা হলুদ হয়ে যায়
9-10-biology_secondary-4-25,4,বাতাস,কারণ,সালোকসংশ্লেষণে ব্যাঘাত ঘটে
9-10-biology_secondary-4-26,4,পাতার বয়স,কারণ,সালোকসংশ্লেষণ কম
9-10-biology_secondary-4-26,4,পাতার বয়স,কারণ,ক্লোরোগ্লাস্টের সংখ্যা বেশি
9-10-biology_secondary-4-26,4,মধ্যবয়সি পাতা,লক্ষণ,সালোকসংশ্লেষণ বেশি
9-10-biology_secondary-4-26,4,পাতার সংখ্যা,কারণ,সালোকসংশ্লেষণ বেশি
9-10-biology_secondary-4-29,4,বায়ু,পরিমাণ,20.95 ভাগ
9-10-biology_secondary-4-29,4,বায়ু,পরিমাণ,0.033 ভাগ
9-10-biology_secondary-4-30,4,বায়ুমণ্ডল,পরিমাণ,০১ ও ০০; গ্যাসের সঠিক অনুপাত
9-10-biology_secondary-4-30,4,বায়ুমণ্ডল,পরিমাণ,০: গ্যাসের আধিক্য
9-10-biology_secondary-4-30,4,বায়ুমণ্ডল,পরিমাণ,০০; গ্যাসের স্বল্পতা
9-10-biology_secondary-4-31,4,সালোকসংশ্লেষণ,অবস্থান,জীবজগতের সবচেয়ে গুরুত্বপূর্ণ জৈব রাসায়নিক প্রক্রিয়া
9-10-biology_secondary-4-4,4,সবুজ উদ্ভিদ,কাজ,কার্বন ডাই-অক্সাইড এবং পানি থেকে কার্বোহাইড্রেট তৈরি করা
9-10-biology_secondary-4-4,4,সালোকসংশ্লেষণ,কাজ,কার্বোহাইড্রেট জাতীয় খাদ্য তৈরি করার জন্য বিপাকীয় প্রক্রিয়া সম্পাদন করা
9-10-biology_secondary-4-42,4,কেবল সবুজ অংশ,অবস্থান,নীল বা গাঢ় বেগুনি বা কালো
9-10-biology_secondary-4-42,4,কেবল সবুজ অংশ,কারণ,সিদ্ধান্ত
9-10-biology_secondary-4-42,4,ক্লোরোফিল,কাজ,কেবল সবুজ অংশে শর্করা প্রস্তুত
9-10-biology_secondary-4-42,4,ক্লোরোফিল না থাকা অংশ,কারণ,অসবুজ (কমলা বা হলুদ)
9-10-biology_secondary-4-42,4,সবুজ অংশ,কারণ,শর্করা ছিল
9-10-biology_secondary-4-45,4,শ্বসন,প্রকার,সবাত শ্বসন
9-10-biology_secondary-4-45,4,শ্বসন,প্রকার,অবাত শ্বসন
9-10-biology_secondary-4-46,4,সবাত শ্বসন,কাজ,"জারিত হয়ে 0০, 0.0 এবং বিপুল পরিমাণ শক্তি উৎপন্ন করে"
9-10-biology_secondary-4-46,4,সবাত শ্বসন,কারণ,"অক্সিজেনের প্রয়োজন হয় এবং শ্বসনিক বস্তু শৈর্করা, প্রোটিন, লিপিড, বিভিন্ন ধরনের জৈব এসিড"
9-10-biology_secondary-4-46,4,সবাত শ্বসন,অবস্থান,উদ্ভিদ ও প্রাণীর স্বাভাবিক শ্বসন প্রক্রিয়া
9-10-biology_secondary-4-48,4,অবাত শ্বসন,কারণ,অক্সিজেনের অনুপস্থিতি
9-10-biology_secondary-4-48,4,অবাত শ্বসন,কাজ,কোষের ভিতরকার এনজাইম দিয়ে আংশিকরূপে জারিত এবং বিভিন্ন প্রকার জৈব যৌগ উৎপাদন এবং শক্তি উৎপন্ন করা
9-10-biology_secondary-4-49,4,সবাত শ্বসন প্রক্রিয়া,অংশ,চারটি ধাপ
9-10-biology_secondary-4-5,4,সালোকসংশ্লেষণ,কাজ,জৈব রাসায়নিক বিক্রিয়া
9-10-biology_secondary-4-50,4,ধাপ 1,কাজ,গ্লুকোজ বিভিন্ন রাসায়নিক বিক্রিয়ায় দুই অণু পাইরুভিক এসিড উৎপন্ন করা
9-10-biology_secondary-4-51,4,বিক্রিয়া,অবস্থান,মাইটোকস্্রিয়ার ম্যাট্রিক্সে
9-10-biology_secondary-4-52,4,ক্রেবস চক্র,অবস্থান,মাইটোকন্ডিয়াতে
9-10-biology_secondary-4-52,4,ইংরেজ প্রাণরসায়নবিদ,কাজ,ক্রেবস চক্র আবিষ্কার
9-10-biology_secondary-4-52,4,আ্যাসিটাইল ০-/&,কাজ,মাইটোকন্ডিয়াতে প্রবেশ করে
9-10-biology_secondary-4-52,4,ক্রেবস চক্র,কারণ,বিক্রিয়া সংঘটিত হয়
9-10-biology_secondary-4-52,4,এই চক্র,পরিমাণ,"দুই অণু আ্যাসিটাইল :০-& থেকে চার অণু ০2, 6 অণু 4/া+7, দুই অণু চা, দুই অণু ০17 উৎপন্ন হয়"
9-10-biology_secondary-4-56,4,গ্লুকোজের অসম্পূর্ণ জারণ,কাজ,এক অণু গলুঁকোজ থেকে দুই অণু পাইরুভিক এসিড এবং চার অণু /চ772 (এর মধ্যে দুই অণু ব্যবহার হয়ে যায়) এবং দুই অণু বা উৎপন্ন হয়
9-10-biology_secondary-4-58,4,শ্বসন প্রক্রিয়ার প্রভাবক,প্রকার,বাহ্যিক এবং অভ্যন্তরীণ
9-10-biology_secondary-4-59,4,তাপমাত্রা,পরিমাণ,২০ সেলসিয়াসের নিচে এবং ৪৫০ সেলসিয়াসের উপরে
9-10-biology_secondary-4-59,4,অক্সিজেন,কাজ,পাইরুভিক এসিড জারিত হয়ে (০২ ও ২০ উৎপন্ন করে
9-10-biology_secondary-4-59,4,পানি,অবস্থান,পরিমিত
9-10-biology_secondary-4-59,4,আলো,কারণ,শ্বসন হার একটু বেড়ে যায়
9-10-biology_secondary-4-59,4,কার্বন ডাই-অক্সাইড,পরিমাণ,বায়ুতে ০০২-এর ঘনত্ব বেড়ে গেলে
9-10-biology_secondary-4-60,4,খাদ্যদ্রব্য,কাজ,"শত্তি, পানি এবং 0০02 নির্গত করে"
9-10-biology_secondary-4-60,4,উৎসেচক,কাজ,শ্বসন প্রক্রিয়ায় অংশগ্রহণ করে
9-10-biology_secondary-4-62,4,শ্বসন প্রক্রিয়া,কাজ,জীবের সব ধরনের ক্রিয়া-বিক্রিয়া এবং কাজকর্ম পরিচালিত করা
